custid,gender,ct_dairy,ct_drink,ct_fastfood,ct_fruite,ct_house_prod,ct_makeup,ct_meat,ct_sauce,ct_seafood,ct_snack,ct_vegetable,coverage,g_paid,buyed_prod_num,hf_6-11,hf_12-17,hf_18-23,wdf_Sun,wdf_Mon,wdf_Tue,wdf_Wed,wdf_Thu,wdf_Fri,wdf_Sat,purchased,ct_cov,vdays,day_mean_amt,daycov,top_prod
C2120,f,0.05,0,0.21,0.25,0.14,0,0,0.04,0,0.26,0.05,0.64,128312,28,0,0.8,0.2,0.19,0.07,0.13,0.23,0.33,0.05,0,28,1.1501944,12,10692.66667,0.770632887,eidbleherbs
C2121,f,0.09,0,0,0,0.66,0,0,0,0,0.25,0,0.27,11220,4,0,1,0,0,0,0,0,0,1,0,4,2.249302511,1,11220,0,cooky/cakes
C2123,m,0,0,0,1,0,0,0,0,0,0,0,0.09,3990,1,0,0,1,0,0,0,0,1,0,0,1,3.31662479,1,3990,0,strawberry/peach/
C2125,m,0,0,0,0,1,0,0,0,0,0,0,0.09,6950,1,1,0,0,0,0,0,1,0,0,0,1,3.31662479,1,6950,0,kitchen/housedetergents
C2126,m,0,0,0,0,0,0,1,0,0,0,0,0.09,27018,2,0,0.6,0.4,1,0,0,0,0,0,0,2,3.31662479,2,13509,0.269987177,importedbeef
C2128,m,0,0.33,0,0.29,0,0,0,0,0.38,0,0,0.27,26100,3,0,1,0,0.67,0,0.33,0,0,0,0,3,1.728903588,3,8700,0.144022576,livefish
C2129,f,0.11,0.07,0.07,0.12,0.13,0,0.11,0,0.13,0.11,0.14,0.82,88198,21,0.36,0.36,0.28,0.39,0.3,0,0,0.07,0,0.23,21,0.543515674,9,9799.777778,0.752866583,eggs
C2130,f,0.13,0,0,0.15,0,0,0.1,0,0.08,0.39,0.15,0.55,47524,13,0,0.61,0.39,0.34,0.31,0.18,0.15,0,0,0.02,13,1.29936947,12,3960.333333,0.619329586,bakery
C2131,m,0,1,0,0,0,0,0,0,0,0,0,0.09,2670,1,0,1,0,0,1,0,0,0,0,0,1,3.31662479,1,2670,0,softdrinks
C2132,f,0,0.69,0,0,0.18,0,0,0.13,0,0,0,0.27,55700,4,0,0.45,0.55,0,0,0.13,0,0.55,0.32,0,4,2.295865233,3,18566.66667,0.631456877,coffee
C2134,f,0.05,0,0,0.16,0.01,0.16,0.2,0.11,0.16,0.04,0.12,0.82,205097,31,0.52,0.46,0.02,0.22,0,0.14,0.36,0,0.24,0.03,31,0.797755593,13,15776.69231,1.256488602,lattuce
C2135,f,0.3,0.13,0,0,0,0,0,0,0,0.46,0.1,0.36,9950,6,0.5,0.5,0,0.24,0.62,0.14,0,0,0,0,6,1.712100523,4,2487.5,0.358779424,candy-gum
C2136,f,0,0.28,0,0,0,0,0.72,0,0,0,0,0.18,28900,2,0,1,0,0.72,0,0,0,0.28,0,0,2,2.483276323,2,14450,0.63419404,koreanchicken
C2137,f,0,0,0,1,0,0,0,0,0,0,0,0.09,3990,1,0,1,0,0,0,1,0,0,0,0,1,3.31662479,1,3990,0,banana/importedfruits
C2138,f,0.1,0.12,0,0.23,0,0,0.33,0,0,0,0.22,0.45,38998,8,0,0,1,0,0.04,0.76,0.2,0,0,0,8,1.32014381,3,12999.33333,1.12892296,softdrinks
C2139,f,0,0,0,0.66,0,0,0,0,0,0,0.34,0.18,28802,6,0,1,0,0,0.34,0,0,0.66,0,0,6,2.357412717,2,14401,0.442794872,fruitvegetables
C2140,f,0,0.16,0,0,0,0,0,0,0,0,0.84,0.18,9244,3,0,1,0,0,0,0,0,0,0,1,3,2.792750491,1,9244,0,beans
C2141,f,0,0,0,0,0.06,0,0.47,0,0.32,0,0.15,0.36,17050,4,1,0,0,1,0,0,0,0,0,0,4,1.768017403,2,8525,0.986216965,chilledseafood
C2142,f,0,0,0,0.02,0,0,0.08,0.16,0.35,0.38,0,0.45,94740,7,0.15,0.85,0,0,0,0,0.23,0.16,0.32,0.29,7,1.601242876,6,15790,0.523193176,otherlivefish
C2143,m,0,0,0,0,0,0,0,0,0,1,0,0.09,17400,3,0.24,0.76,0,0,0.76,0.24,0,0,0,0,3,3.31662479,2,8700,0.731489774,candy-gum
C2144,f,0.25,0.04,0.4,0.1,0,0,0.13,0,0,0.04,0.04,0.64,179873,36,0.03,0.24,0.73,0.1,0.11,0,0.07,0.58,0.07,0.08,36,1.419983855,21,8565.380952,1.199607,milk
C2145,f,0.42,0,0,0.18,0,0,0,0.25,0,0,0.14,0.36,7070,4,0,0.42,0.58,0.42,0.58,0,0,0,0,0,4,1.576290321,2,3535,0.218032925,fermentedmilk
C2146,f,0,0.06,0.4,0.08,0,0,0.19,0,0.11,0.16,0,0.55,37540,7,0.25,0.36,0.4,0,0,0,0,0.5,0.5,0,7,1.354410433,6,6256.666667,0.782645604,cooky/cakes
C2147,m,0,0,0,0,1,0,0,0,0,0,0,0.09,2050,1,0,1,0,0,1,0,0,0,0,0,1,3.31662479,1,2050,0,chilledagriculturalproducts
C2148,m,0,0,0.15,0.51,0,0,0,0,0,0.34,0,0.27,9690,4,0,0,1,0.65,0,0.35,0,0,0,0,4,1.93902741,2,4845,0.421782992,snacks
C2150,f,0.43,0,0,0,0.57,0,0,0,0,0,0,0.18,6990,2,0.43,0.57,0,0,0,0,0,0,0,1,2,2.25196777,2,3495,0.200296341,chilleddairymilks
C2151,f,0,0.09,0.09,0,0,0,0,0.56,0,0.25,0,0.36,34530,7,0,0.93,0.07,0.71,0,0,0,0.16,0.13,0,7,1.932024065,5,6906,1.028521037,snacks
C2152,f,0.22,0,0,0.24,0,0,0,0,0.14,0,0.41,0.36,29450,7,0.05,0.71,0.24,0.1,0.05,0.17,0.37,0.31,0,0,7,1.54815049,7,4207.142857,0.531494503,fermentedmilk
C2153,f,0,0,0,0,0,0,0,0.36,0,0,0.64,0.18,9760,4,0.51,0.49,0,0.51,0,0,0.13,0,0.36,0,4,2.332562129,3,3253.333333,0.570599221,beans
C2154,f,0,0,0,0,0.85,0,0,0,0,0.04,0.1,0.27,22250,4,0,0.9,0.1,0,0,0,0.1,0,0.9,0,4,2.802815667,2,11125,1.124379232,dentalproducts
C2155,f,0.06,0.11,0.02,0.39,0.04,0,0.1,0,0,0.14,0.14,0.73,108537,30,0.03,0.58,0.38,0.29,0.12,0.1,0.13,0.23,0.13,0,30,1.229558814,16,6783.5625,0.654455056,banana/importedfruits
C2156,m,0,0,0,0,0,0,0,0,1,0,0,0.09,9900,1,1,0,0,0,1,0,0,0,0,0,1,3.31662479,1,9900,0,otherseafoods
C2158,f,0.89,0,0,0,0,0,0,0.11,0,0,0,0.18,28100,4,0.81,0.19,0,0.19,0,0,0,0.81,0,0,4,2.94940312,2,14050,0.878724868,cheese/butter
C2159,f,0.11,0.03,0.28,0.04,0,0,0.27,0.05,0,0.09,0.13,0.73,27130,9,0,0.89,0.11,0.09,0,0.69,0,0.11,0,0.11,9,1.104780682,4,6782.5,1.161153058,bakery
C2160,m,0,0,0,1,0,0,0,0,0,0,0,0.09,7990,1,0,1,0,0,0,1,0,0,0,0,1,3.31662479,1,7990,0,pear/kiwi/grape
C2161,m,0,0,0.71,0,0,0,0,0,0.29,0,0,0.18,16990,2,0,0,1,0.29,0,0.71,0,0,0,0,2,2.445388058,2,8495,0.583498356,otherreadymadefoods
C2162,m,0,0.62,0,0,0,0,0,0,0.38,0,0,0.18,26140,4,0,0,1,0,0,0.7,0.26,0,0.04,0,4,2.298650879,4,6535,0.601007185,harddrinks
C2163,f,0,0,0.69,0,0.19,0,0,0,0,0,0.12,0.27,15470,4,0.32,0.12,0.56,0,0.32,0,0,0.56,0,0.12,4,2.29843135,3,5156.666667,0.668725746,beans
C2165,f,0.09,0,0.57,0,0.26,0,0,0,0,0.08,0,0.36,50430,14,0,0.41,0.59,0,0.18,0.13,0.08,0.06,0.44,0.1,14,1.962119472,10,5043,0.50611478,ramen
C2166,f,0.19,0.11,0.19,0,0.08,0,0,0,0,0.43,0,0.45,47010,19,0,0.72,0.28,0.46,0.11,0.05,0.21,0,0,0.18,19,1.489148898,8,5876.25,0.813979801,cooky/cakes
C2167,f,0,0,0,0,0,0,0.73,0.18,0,0,0.09,0.27,10970,3,0,1,0,0,0,0,0,1,0,0,3,2.411576365,1,10970,0,eidbleherbs
C2168,f,0.13,0,0,0.24,0,0.15,0.06,0.03,0.11,0.15,0.13,0.73,107990,20,0,0.6,0.4,0.24,0.06,0.02,0.21,0.2,0.28,0,20,0.853117906,14,7713.571429,0.975344012,beans
C2169,f,0.16,0.21,0.06,0.02,0.11,0,0.08,0.09,0.05,0.17,0.04,0.91,188950,58,0.01,0.62,0.37,0.14,0.11,0.2,0.27,0.15,0.05,0.08,58,0.733327165,25,7558,0.883069124,milk
C2170,m,0,0.9,0.1,0,0,0,0,0,0,0,0,0.18,9690,3,0,0,1,0.9,0,0,0.1,0,0,0,3,2.963132971,3,3230,0.600786737,harddrinks
C2171,f,0.05,0,0.15,0,0,0,0.35,0.16,0,0.28,0,0.45,28710,7,0.66,0.34,0,0,0.34,0,0,0.66,0,0,7,1.41342445,2,14355,0.438893864,chilledlivestock
C2172,f,0.28,0.21,0.04,0.04,0,0,0.39,0,0,0,0.03,0.55,134680,35,0,0.16,0.84,0.09,0.24,0.14,0.15,0.08,0.17,0.11,35,1.514675181,29,4644.137931,0.905290546,harddrinks
C2173,f,0,0,0,0.59,0.41,0,0,0,0,0,0,0.18,11840,2,0.41,0.59,0,0,0,0.59,0.41,0,0,0,2,2.268841582,2,5920,0.255609546,apple/sweetmelon
C2175,f,0.1,0,0,0.28,0.08,0,0.36,0,0,0.11,0.06,0.55,35330,7,0,0.72,0.28,0,0.28,0.18,0,0,0,0.54,7,1.366405585,3,11776.66667,0.552503793,beans
C2178,m,0,0,0,0,0,0,0,0,1,0,0,0.09,10000,1,0,1,0,0,0,0,1,0,0,0,1,3.31662479,1,10000,0,otherlivefish
C2179,f,0,0.05,0.15,0,0,0,0.68,0,0,0.12,0,0.36,19076,4,1,0,0,1,0,0,0,0,0,0,4,2.224468898,1,19076,0,koreanpork
C2180,f,0.29,0.33,0.1,0,0.21,0,0,0,0,0.07,0,0.45,14610,9,0.43,0.14,0.43,0,0,0,0.21,0,0.73,0.07,9,1.399434058,6,2435,0.839526911,softdrinks
C2182,f,0.11,0.13,0.02,0.03,0.05,0,0.27,0.01,0.06,0.2,0.12,0.91,271991,32,0.23,0.23,0.54,0.37,0.11,0.13,0.03,0.01,0.27,0.08,32,0.936407686,11,24726.45455,1.140919348,koreanbeef
C2183,f,0.04,0.02,0.12,0.01,0.1,0,0.26,0.02,0.2,0.18,0.06,0.91,262665,56,0,0.22,0.78,0.06,0.07,0.33,0.1,0.27,0.13,0.03,56,0.967726967,42,6253.928571,1.188452045,otherlivefish
C2184,m,1,0,0,0,0,0,0,0,0,0,0,0.09,4380,1,0,1,0,0,0,0,0,1,0,0,1,3.31662479,1,4380,0,cheese/butter
C2185,m,0.01,0,0,0,0,0,0,0,0,0.99,0,0.18,40500,2,0,1,0,0,0,0.01,0.99,0,0,0,2,3.262942363,2,20250,1.372310938,chinesecabbages
C2186,f,0,0.01,0.21,0.08,0.37,0,0.05,0.01,0.11,0.12,0.04,0.82,178634,40,0,0.07,0.93,0.1,0.06,0.41,0.12,0.04,0,0.27,40,1.23278557,22,8119.727273,1.769750639,snacks
C2187,f,0.37,0,0,0.42,0,0,0,0,0.21,0,0,0.27,9390,3,0,1,0,1,0,0,0,0,0,0,3,1.799989906,1,9390,0,banana/importedfruits
C2188,f,0,0,0,0,0.23,0,0.48,0.05,0.21,0,0.04,0.45,33260,5,0,0.48,0.52,0.05,0,0.44,0.04,0.48,0,0,5,1.700397467,4,8315,0.964763097,artificialpowders
C2189,m,0,0,0,0,0,0,0,0,0,0,1,0.09,790,1,0,1,0,0,0,0,1,0,0,0,1,3.31662479,1,790,0,mushrooms
C2190,f,0.23,0.04,0.17,0,0,0,0,0,0.06,0.5,0,0.45,34410,18,0,0.58,0.42,0.23,0.1,0.43,0.03,0.03,0.03,0.14,18,1.714137437,12,2867.5,0.697777733,chilleddairymilks
C2191,f,0.19,0.01,0.11,0.18,0,0,0.06,0,0,0.14,0.31,0.64,87580,39,0.11,0.37,0.51,0.07,0.08,0.18,0.39,0.24,0,0.03,39,1.138998797,25,3503.2,0.781108987,fruitvegetables
C2194,m,0,0,0,0,0,0,0.49,0,0,0.51,0,0.18,4030,2,0,0,1,0,0,0,0,1,0,0,2,2.225269721,1,4030,0,candy-gum
C2196,f,0,0,0,0,0,0,0.56,0,0,0,0.44,0.18,23390,5,0.12,0.8,0.09,0.65,0.11,0.24,0,0,0,0,5,2.244954877,5,4678,1.011176193,lattuce
C2198,f,0,0,0,0.5,0.23,0,0,0,0.04,0.18,0.05,0.45,57360,12,0,0.37,0.63,0,0.35,0.22,0.1,0.2,0,0.13,12,1.736611697,8,7170,0.81783573,banana/importedfruits
C2199,f,0.35,0.04,0,0,0,0,0,0,0,0.6,0,0.27,11820,4,0,0,1,0,0.04,0,0.01,0.96,0,0,4,2.199671515,3,3940,1.620559866,cereals
C2200,f,0.44,0,0,0.37,0,0,0,0,0,0,0.19,0.27,10630,4,0.14,0.86,0,0,0,0.19,0,0.14,0.3,0.37,4,1.829112149,4,2657.5,0.424632678,fermentedmilk
C2201,f,0.25,0.02,0.18,0,0,0,0.44,0,0.05,0,0.07,0.55,54787,14,0.3,0.3,0.4,0.07,0.27,0.05,0,0.15,0.45,0,14,1.560514398,7,7826.714286,0.734925993,ramen
C2202,f,0.07,0,0.1,0.31,0.02,0,0,0.03,0.14,0.26,0.07,0.73,97190,21,0.09,0.69,0.23,0.22,0,0.34,0.1,0,0,0.34,21,1.166875037,13,7476.153846,1.002336263,cooky/cakes
C2203,f,0.07,0.63,0.28,0,0,0,0,0,0,0.02,0,0.36,48910,19,0,1,0,0,0.19,0.4,0.09,0.16,0.04,0.11,19,2.175290463,14,3493.571429,1.296535672,softdrinks
C2204,f,0,0,0.23,0,0,0,0,0,0.77,0,0,0.18,19554,2,0,1,0,0,0,0,0,0,1,0,2,2.583905962,1,19554,0,otherlivefish
C2205,f,0.37,0,0.05,0.18,0.02,0,0.09,0,0.15,0.05,0.09,0.73,54780,14,0.04,0.44,0.52,0.12,0.15,0.05,0.18,0.01,0.36,0.14,14,1.219171543,14,3912.857143,0.745229951,eggs
C2206,m,0,0,0,0,0,0,0,0,0,1,0,0.09,1990,1,1,0,0,0,0,1,0,0,0,0,1,3.31662479,1,1990,0,snacks
C2207,f,0.39,0.34,0,0.12,0.08,0,0,0.06,0,0,0,0.45,43170,13,0,0.08,0.92,0.24,0.41,0,0,0.15,0.02,0.18,13,1.583602023,11,3924.545455,0.540387462,harddrinks
C2208,f,0.05,0.13,0.16,0.38,0,0,0.19,0,0,0,0.09,0.55,42496,12,0.42,0.18,0.4,0.03,0.36,0.16,0,0.23,0,0.21,12,1.306735784,8,5312,0.735269761,mushrooms
C2209,m,0,0,0,0,0,0,0,0,0,0,1,0.09,3990,1,0,1,0,0,0,0,0,0,1,0,1,3.31662479,1,3990,0,lattuce
C2211,f,0.01,0.11,0.38,0.01,0.09,0.1,0.03,0,0.03,0.24,0,0.91,189630,36,0.13,0.84,0.03,0.02,0.08,0.06,0.01,0.51,0.15,0.18,36,1.319082898,24,7901.25,1.639007468,snacks
C2212,f,0.02,0,0.02,0.28,0.18,0,0.28,0.07,0,0.05,0.1,0.73,81210,16,0.18,0.35,0.47,0.11,0,0.1,0.11,0.48,0.18,0.02,16,1.201936411,12,6767.5,0.907920227,laundrydetergent
C2214,f,0.16,0.71,0,0,0,0,0,0,0,0.13,0,0.27,7700,3,0,0.29,0.71,0,0,0.71,0,0,0.29,0,3,2.360387377,2,3850,0.606091527,fermentedmilk
C2215,m,0,0,0,0.38,0.1,0,0.45,0,0,0,0.07,0.36,44277,7,0,0,1,0.98,0,0,0,0,0,0.02,7,1.817128597,3,14759,0.827740941,banana/importedfruits
C2216,f,0,0.06,0.36,0,0,0,0.31,0,0.06,0.18,0.03,0.55,30822,12,0.31,0.44,0.25,0.15,0.1,0.03,0,0.35,0.23,0.14,12,1.447996005,11,2802,0.933018653,bread
C2217,f,0,0,0,0.24,0.12,0,0.09,0,0.46,0.06,0.03,0.55,33270,8,0.03,0.72,0.25,0.3,0.28,0,0.3,0,0.12,0,8,1.584477356,5,6654,0.599787699,bakery
C2218,f,0.12,0.04,0.09,0.03,0.11,0,0.41,0.01,0.02,0.03,0.13,1,440038,77,0.14,0.68,0.18,0.17,0.14,0.09,0.38,0,0.08,0.15,77,1.281797959,29,15173.72414,0.739924863,beans
C2219,f,0.06,0,0.09,0.44,0,0,0.09,0.09,0.08,0.05,0.09,0.73,77710,18,0.03,0.62,0.35,0.28,0.06,0,0.27,0.35,0,0.04,18,1.335334278,11,7064.545455,0.700119397,milk
C2220,f,0.26,0.04,0.11,0,0.07,0,0,0,0.06,0.46,0,0.55,36470,9,0.35,0,0.65,0.07,0.35,0,0,0.58,0,0,9,1.603292002,3,12156.66667,0.765973345,chillednoodles
C2221,f,0.14,0.62,0,0,0,0,0,0,0,0,0.23,0.27,34133,6,0,1,0,0,0.05,0.57,0,0.14,0,0.23,6,2.123578599,4,8533.25,0.90758568,harddrinks
C2222,m,0,0,0,0,0,0,0,0,0,1,0,0.09,3500,1,0,1,0,1,0,0,0,0,0,0,1,3.31662479,1,3500,0,candy-gum
C2223,m,0,0,0,0,0,0,0,0,1,0,0,0.09,4950,1,0,1,0,0,0,1,0,0,0,0,1,3.31662479,1,4950,0,otherlivefish
C2224,f,0,0.73,0.12,0,0,0,0.12,0,0,0,0.03,0.36,54825,6,0,1,0,0,0.15,0.63,0.21,0,0,0,6,2.375435939,5,10965,0.924990483,softdrinks
C2226,f,0.1,0.01,0.05,0.02,0.24,0,0.13,0.01,0.1,0.35,0.01,0.91,278980,60,0,0.33,0.67,0,0.36,0.11,0.23,0.05,0,0.25,60,1.235678667,17,16410.58824,1.202002492,chilledseafood
C2227,m,1,0,0,0,0,0,0,0,0,0,0,0.09,990,1,0,1,0,0,0,0,1,0,0,0,1,3.31662479,1,990,0,fermentedmilk
C2229,f,0.06,0.12,0,0,0,0,0.56,0,0.23,0.03,0,0.45,77000,5,0,0.68,0.32,0,0,0,0,0.12,0.56,0.32,5,1.888301796,4,19250,0.862230735,chilledseafood
C2230,f,0,0.11,0.12,0.56,0.02,0,0,0,0,0.14,0.04,0.55,47830,20,0.06,0.52,0.42,0.19,0.27,0.2,0.12,0.03,0,0.19,20,1.825999275,19,2517.368421,0.730794679,banana/importedfruits
C2231,f,0.14,0.05,0.31,0.05,0.09,0,0.14,0,0,0.17,0.04,0.73,48360,13,0.82,0.16,0.02,0,0.16,0.82,0,0,0.02,0,13,1.056157313,5,9672,0.786341949,bottledfoods
C2232,m,0,0,0,0,0,0,0,0.89,0,0.11,0,0.18,17890,2,0,0,1,0,0,1,0,0,0,0,2,2.93386075,1,17890,0,snacks
C2233,f,0.13,0.77,0,0,0,0,0,0,0,0.1,0,0.27,16630,4,0.94,0.06,0,0,0.06,0.1,0,0,0,0.84,4,2.538688533,3,5543.333333,1.3284859,chilleddairymilks
C2234,f,0.07,0.08,0,0.34,0,0,0,0,0.28,0.1,0.14,0.55,77380,16,0,0.56,0.44,0.18,0,0.21,0,0.61,0,0,16,1.308091254,6,12896.66667,0.423499723,eidbleherbs
C2235,f,0.4,0,0,0,0,0,0.23,0,0,0.37,0,0.27,7870,3,0,0.77,0.23,0.23,0,0.77,0,0,0,0,3,1.773271432,2,3935,0.770899134,chilledlivestock
C2236,m,0,0,0,0,1,0,0,0,0,0,0,0.09,6900,1,0,0,1,0,0,1,0,0,0,0,1,3.31662479,1,6900,0,wastepapers
C2237,f,0,0,0,0,0,0,0.85,0,0.05,0,0.1,0.27,28509,4,0,1,0,0,0,0,0,0.26,0,0.74,4,2.790729283,2,14254.5,0.671117727,koreanbeef
C2239,m,0,1,0,0,0,0,0,0,0,0,0,0.09,3350,2,0.67,0,0.33,0,0,0,0.67,0,0,0.33,2,3.31662479,2,1675,0.485476298,softdrinks
C2240,f,0.4,0,0,0.24,0,0,0.19,0,0.11,0.06,0,0.45,18070,5,0,0.83,0.17,0,0.06,0,0.11,0,0,0.83,5,1.478989549,4,4517.5,1.065326184,cooky/cakes
C2241,m,1,0,0,0,0,0,0,0,0,0,0,0.09,6800,1,1,0,0,0,0,0,0,1,0,0,1,3.31662479,1,6800,0,cheese/butter
C2242,f,0.02,0,0.16,0.07,0.15,0,0,0.06,0.1,0.16,0.27,0.73,60580,26,0.45,0.5,0.05,0.07,0.1,0.07,0.41,0.09,0.05,0.2,26,0.960592688,15,4038.666667,0.987347625,fruitvegetables
C2243,f,0,0,0,0,0.28,0,0,0,0,0,0.72,0.18,6250,2,0,0.72,0.28,0,0,0.28,0,0.72,0,0,2,2.474122067,2,3125,0.622253967,chilledagriculturalproducts
C2244,f,0.02,0.05,0.17,0,0.5,0.04,0.05,0.14,0,0,0.03,0.73,118260,30,0.01,0.59,0.39,0.03,0.22,0.57,0.12,0,0.01,0.05,30,1.629273799,14,8447.142857,1.052834765,artificialpowders
C2245,m,0,1,0,0,0,0,0,0,0,0,0,0.09,10620,1,0,1,0,0,0,0,0,0,1,0,1,3.31662479,1,10620,0,softdrinks
C2246,m,0,0,0,0,0,0,0,0,0,1,0,0.09,3120,1,0,0,1,0,0,1,0,0,0,0,1,3.31662479,1,3120,0,cooky/cakes
C2247,f,0.11,0.01,0.04,0.17,0.09,0,0.12,0,0.01,0.4,0.05,0.82,234075,39,0.25,0.53,0.22,0.06,0.04,0.01,0.06,0.43,0.36,0.02,39,1.299632379,17,13769.11765,1.124482872,fermentedmilk
C2249,f,0.14,0,0.14,0.34,0,0,0.19,0,0,0.13,0.07,0.55,29000,9,0,1,0,0.07,0.1,0.62,0.2,0,0,0,9,1.204170587,6,4833.333333,0.641516337,fermentedmilk
C2250,f,0,0.34,0,0,0.66,0,0,0,0,0,0,0.18,22190,3,0.34,0.13,0.52,0,0.34,0,0.13,0,0,0.52,3,2.355915324,3,7396.666667,0.582505623,kitchen/housedetergents
C2251,f,0.13,0.03,0.08,0.07,0.13,0,0.14,0,0.2,0,0.22,0.73,47390,21,0,0.35,0.65,0.4,0.11,0,0.27,0.08,0,0.14,21,0.86981811,11,4308.181818,0.729528337,chilledseafood
C2252,f,0.06,0.01,0.21,0.23,0.09,0,0,0,0.21,0.1,0.09,0.73,324320,58,0.08,0.69,0.23,0.18,0.21,0.05,0.16,0.13,0,0.27,58,1.001955741,12,27026.66667,0.473920217,ramen
C2254,f,0.05,0,0.06,0.16,0.16,0,0.45,0,0.02,0,0.09,0.64,117219,14,0,1,0,0.61,0,0.32,0.07,0,0,0,14,1.476719617,3,39073,0.809777883,fruitvegetables
C2255,f,0.02,0.32,0.61,0,0,0,0,0,0,0,0.05,0.36,21240,6,0,0.74,0.26,0,0,0,0.26,0.02,0.73,0,6,2.174655918,3,7080,1.083233888,harddrinks
C2256,f,0.28,0.06,0.2,0.05,0,0,0.22,0.02,0.04,0.1,0.04,0.82,184813,52,0,0.12,0.88,0.11,0.07,0.09,0.11,0.11,0.46,0.04,52,1.071513922,13,14216.38462,1.213033797,chilleddairymilks
C2258,f,0.07,0,0,0,0,0,0,0,0.93,0,0,0.18,12880,3,0,1,0,0,0,0,0.07,0,0,0.93,3,3.075638173,3,4293.333333,1.158480838,otherlivefish
C2259,f,0,0,0.06,0.06,0.81,0,0,0,0,0,0.06,0.36,32030,6,0,1,0,1,0,0,0,0,0,0,6,2.657302617,1,32030,0,babyproducts
C2260,f,0.39,0.03,0.02,0.33,0.08,0.06,0,0,0,0.09,0,0.64,40640,11,0.28,0.48,0.23,0.22,0.13,0.19,0.19,0.25,0.03,0,11,1.530062819,10,4064,0.44897368,milk
C2264,m,1,0,0,0,0,0,0,0,0,0,0,0.09,2000,1,0,1,0,0,0,0,0,1,0,0,1,3.31662479,1,2000,0,icecream
C2265,m,0,0,0,1,0,0,0,0,0,0,0,0.09,20210,2,0,1,0,1,0,0,0,0,0,0,2,3.31662479,1,20210,0,banana/importedfruits
C2266,f,0,0,0,0.38,0,0,0,0,0.27,0.26,0.1,0.36,18610,5,0,1,0,0,0,0,0,0,1,0,5,1.551541413,1,18610,0,apple/sweetmelon
C2267,m,0,0,0,0,1,0,0,0,0,0,0,0.09,13200,1,0,1,0,1,0,0,0,0,0,0,1,3.31662479,1,13200,0,hairproducts
C2268,m,1,0,0,0,0,0,0,0,0,0,0,0.09,14000,1,0,1,0,0,1,0,0,0,0,0,1,3.31662479,1,14000,0,icecream
C2270,f,0.37,0,0,0.24,0.33,0,0,0,0,0.05,0,0.36,65650,12,0.11,0.34,0.55,0.5,0,0.11,0.05,0.24,0,0.11,12,1.628499457,8,8206.25,0.510528871,banana/importedfruits
C2271,m,0,0,0,0,1,0,0,0,0,0,0,0.09,3480,1,0,0,1,0,0,0,1,0,0,0,1,3.31662479,1,3480,0,chilledagriculturalproducts
C2272,m,0,0,1,0,0,0,0,0,0,0,0,0.09,2650,1,0,1,0,1,0,0,0,0,0,0,1,3.31662479,1,2650,0,chillednoodles
C2273,m,1,0,0,0,0,0,0,0,0,0,0,0.09,29680,2,0.87,0,0.13,0,0,0,0,1,0,0,2,3.31662479,2,14840,1.053989353,milk
C2274,f,0,0.11,0.38,0,0,0,0,0,0.51,0,0,0.27,18632,3,0,1,0,0,0,0,0,1,0,0,3,1.984666689,1,18632,0,harddrinks
C2275,m,0,0,0,0,0,0,0,0,0,1,0,0.09,990,1,0,0,1,0,0,1,0,0,0,0,1,3.31662479,1,990,0,cooky/cakes
C2276,f,0.18,0.2,0.18,0,0.2,0,0,0,0,0.18,0.05,0.55,19580,6,0,0.18,0.82,0,0.64,0.18,0,0.18,0,0,6,1.057878743,5,3916,0.162256771,beans
C2277,f,0.12,0.03,0.08,0.23,0.08,0,0.1,0.01,0.14,0.12,0.1,0.91,84900,18,0.27,0.47,0.26,0,0,0,0,0.74,0.26,0,18,0.716306855,5,16980,0.483056633,cooky/cakes
C2278,f,0.02,0,0.08,0.25,0.01,0,0.35,0.01,0.14,0.03,0.11,0.82,343958,59,0.22,0.77,0.01,0.12,0.01,0.09,0.29,0.38,0.05,0.05,59,1.272549027,22,15634.45455,0.886211859,eidbleherbs
C2279,f,0.09,0.1,0.15,0.19,0.09,0,0.09,0.02,0,0.11,0.15,0.82,128159,39,0.54,0.4,0.05,0.19,0.24,0.08,0.23,0.06,0.04,0.16,39,0.704464666,27,4746.62963,0.956071957,beans
C2280,m,0,0,0,0,0,0,0,0,1,0,0,0.09,17900,1,0,0,1,0,1,0,0,0,0,0,1,3.31662479,1,17900,0,livefish
C2281,f,0.06,0.02,0.02,0.39,0.15,0,0.05,0.05,0.1,0.08,0.08,0.91,152990,38,0,0.84,0.16,0.1,0,0.44,0.19,0.08,0.12,0.06,38,1.183945958,15,10199.33333,0.851499126,banana/importedfruits
C2282,m,0,0,0,0,0,0,0,0,0,0,1,0.09,3690,1,0,0,1,0,0,0,0,0,0,1,1,3.31662479,1,3690,0,mushrooms
C2283,f,0,0,0,0.22,0.13,0,0.61,0,0.04,0,0,0.36,54005,6,0.04,0.43,0.54,0,0.54,0,0,0.15,0.28,0.04,6,2.066446259,4,13501.25,0.862937549,apple/sweetmelon
C2285,f,0.03,0.18,0.39,0.07,0,0,0.18,0,0,0.08,0.07,0.64,36515,11,0,0.04,0.96,0.68,0.18,0,0.1,0,0,0.04,11,1.304764212,6,6085.833333,0.895067677,fruitvegetables
C2286,f,0.14,0,0.12,0.37,0,0,0,0.29,0,0,0.07,0.45,14093,6,0,0.14,0.86,0.86,0,0,0,0,0.14,0,6,1.451992567,3,4697.666667,0.506691575,dryfruits
