custid,gender,ct_dairy,ct_drink,ct_fastfood,ct_fruite,ct_house_prod,ct_makeup,ct_meat,ct_sauce,ct_seafood,ct_snack,ct_vegetable,coverage,g_paid,buyed_prod_num,hf_6-11,hf_12-17,hf_18-23,wdf_Sun,wdf_Mon,wdf_Tue,wdf_Wed,wdf_Thu,wdf_Fri,wdf_Sat,purchased,ct_cov,vdays,day_mean_amt,daycov,top_prod
C1181,f,0,0,0.03,0,0.35,0,0.12,0.04,0,0.45,0,0.45,55130,6,0,0.84,0.16,0,0.44,0.4,0,0,0,0.16,6,1.761793138,3,18376.66667,0.457967467,chilledlivestock
C1184,f,0,0.87,0,0,0,0,0,0,0,0,0.13,0.18,7590,2,0,0,1,0,0,0,1,0,0,0,2,2.873186121,1,7590,0,eidbleherbs
C1185,f,0,0.15,0,0.05,0,0,0.49,0,0,0.31,0,0.36,19700,5,0.42,0.58,0,0,0,0.42,0,0,0.58,0,5,1.803016374,3,6566.666667,0.671627701,cereals
C1186,f,0.02,0,0.09,0.59,0.05,0,0.04,0,0.01,0.1,0.12,0.73,132549,18,0.17,0.83,0,0.09,0.18,0.04,0.18,0.07,0.17,0.26,18,1.871200429,10,13254.9,0.610798089,banana/importedfruits
C1187,f,0.17,0.12,0,0.25,0.41,0,0,0.05,0,0,0,0.45,35530,11,0.03,0.86,0.11,0,0.02,0.19,0.46,0.2,0.11,0.02,11,1.495748271,9,3947.777778,1.192508603,softdrinks
C1188,f,0.03,0.1,0.13,0.18,0.07,0,0.13,0.02,0.17,0.17,0.01,0.91,261275,39,0.1,0.87,0.03,0.18,0.17,0.05,0.43,0.13,0,0.04,39,0.754973213,14,18662.5,1.351060425,banana/importedfruits
C1189,f,0.1,0.12,0.11,0.46,0.13,0,0,0,0,0.03,0.05,0.64,76220,13,0,1,0,0.28,0.33,0,0,0,0,0.39,13,1.466462978,4,19055,0.423822705,softdrinks
C1190,f,0.08,0.03,0.02,0.13,0.09,0,0.27,0.14,0.17,0.03,0.04,0.91,82707,17,0,0.82,0.18,0,0.25,0.27,0,0.18,0,0.3,17,0.889003977,7,11815.28571,0.514474223,fermentedmilk
C1191,m,0,0,0,0.48,0,0,0.14,0,0,0.36,0.02,0.36,110173,11,0.23,0.77,0,0.17,0.2,0.34,0,0.27,0,0.02,11,1.865450978,8,13771.625,0.708708754,apple/sweetmelon
C1192,m,1,0,0,0,0,0,0,0,0,0,0,0.09,990,1,1,0,0,1,0,0,0,0,0,0,1,3.31662479,1,990,0,fermentedmilk
C1194,f,0.09,0.26,0.18,0,0.02,0,0.3,0,0.04,0.11,0,0.64,91401,20,0.08,0.83,0.09,0.02,0.09,0.17,0.21,0.12,0.39,0,20,1.202126996,9,10155.66667,0.735825757,harddrinks
C1195,f,0,0,0,0.07,0,0,0.22,0,0.11,0.59,0,0.36,36170,7,0,0,1,0.3,0,0,0,0.51,0,0.19,7,1.994343667,3,12056.66667,0.474703436,cooky/cakes
C1196,f,0.11,0,0.1,0.02,0.1,0,0.29,0.03,0.04,0.23,0.08,0.82,107753,31,0,0.77,0.23,0.13,0.03,0,0.05,0,0.8,0,31,1.038259421,9,11972.55556,0.776407064,koreanpork
C1197,f,0.09,0.02,0.09,0.01,0.26,0,0.23,0.02,0.07,0.19,0.01,0.91,167075,33,0,1,0,0.26,0.01,0.36,0.17,0.12,0,0.08,33,1.040432842,12,13922.91667,1.053299739,ramen
C1199,f,0.05,0.27,0.41,0,0.12,0,0,0.12,0,0.03,0,0.55,60852,12,0.14,0.76,0.1,0.25,0,0,0,0.75,0,0,12,1.485510836,5,12170.4,0.858276317,harddrinks
C1200,f,0,0,0,0,0,0,0,0.16,0,0.84,0,0.18,23540,3,0.51,0.49,0,0,0.84,0,0,0,0,0.16,3,2.798121321,3,7846.666667,0.525938902,pre-processedsnacks
C1201,m,0,0.81,0.09,0,0,0,0,0,0,0,0.1,0.27,22100,3,0,1,0,0,0,0,0,1,0,0,3,2.671367672,1,22100,0,bottledfoods
C1202,f,0.07,0.38,0.06,0.08,0.31,0,0,0,0.05,0,0.05,0.64,89410,11,0,0.45,0.55,0,0.24,0,0.31,0,0,0.45,11,1.429291888,3,29803.33333,0.3243169,bottledfoods
C1203,f,0.18,0.1,0.04,0.09,0.14,0,0.09,0.04,0.13,0.11,0.09,0.91,179638,43,0.33,0.45,0.22,0.23,0.09,0.19,0.1,0.24,0,0.15,43,0.543726639,28,6415.642857,0.589151297,milk
C1204,f,0.06,0,0,0.41,0,0,0.15,0.04,0.15,0.02,0.16,0.64,244264,49,0.47,0.27,0.26,0.3,0,0.13,0.16,0.26,0.01,0.13,49,1.361946539,33,7401.939394,0.799317506,lattuce
C1205,f,0.05,0.01,0,0.14,0.1,0,0.11,0.01,0,0.57,0.01,0.73,181820,21,0.59,0.41,0,0.03,0.05,0.32,0.3,0.02,0.26,0.02,21,1.820404105,15,12121.33333,1.122578203,milk
C1206,f,0,0.35,0.35,0,0.04,0,0,0,0,0.25,0,0.36,22260,10,0,0,1,0,0.21,0,0,0.79,0,0,10,1.636325034,4,5565,0.696531283,ramen
C1207,f,0.15,0,0,0.42,0.17,0,0,0,0.13,0,0.14,0.45,47430,6,0,0.68,0.32,0,0,0.15,0,0.68,0.17,0,6,1.435523653,3,15810,0.912038852,beans
C1208,m,0,0,0,0,0,0,0,0,0,0,1,0.09,1390,1,0,1,0,0,0,0,0,1,0,0,1,3.31662479,1,1390,0,mushrooms
C1209,f,0,0.34,0,0,0.42,0,0,0.08,0,0,0.17,0.36,35820,4,0,1,0,0,0.08,0,0,0.92,0,0,4,1.668767856,3,11940,0.755512129,artificialpowders
C1210,f,0.72,0,0.28,0,0,0,0,0,0,0,0,0.18,3600,2,0,1,0,0,1,0,0,0,0,0,2,2.478923502,1,3600,0,bottledfoods
C1211,f,0.15,0.22,0,0.53,0,0,0,0,0,0.05,0.06,0.45,108140,21,0,0.43,0.57,0.21,0.07,0.09,0.09,0.02,0.45,0.06,21,1.78349817,15,7209.333333,0.534464046,apple/sweetmelon
C1212,f,0.09,0.28,0.13,0.26,0,0,0,0.07,0.06,0.11,0,0.64,101566,17,0,0,1,0.33,0.32,0.06,0.11,0,0,0.17,17,1.103312283,7,14509.42857,0.664172974,harddrinks
C1213,f,0,0,0.24,0,0,0,0,0.54,0,0.14,0.08,0.36,36740,6,0.05,0.11,0.84,0.14,0,0.73,0.08,0,0.05,0,6,1.850720356,5,7348,1.178334079,ketchupandmayoneise
C1214,f,0.04,0.17,0.31,0,0.07,0,0.23,0,0,0.09,0.09,0.64,57825,15,0.28,0.1,0.62,0.12,0.11,0,0.04,0.21,0.11,0.4,15,1.154692153,10,5782.5,0.568376532,chillednoodles
C1215,f,0.05,0,0.08,0.05,0.33,0,0,0.1,0.1,0.28,0,0.64,59576,8,0.28,0.56,0.15,0.1,0.05,0.04,0.44,0,0,0.37,8,1.263649043,7,8510.857143,0.844673433,chilledagriculturalproducts
C1216,m,0,0,0,0,0,0,0,0,0,1,0,0.09,10000,1,0,1,0,0,0,1,0,0,0,0,1,3.31662479,1,10000,0,minorcereals
C1217,f,0.1,0.02,0.25,0,0.19,0,0.05,0.08,0.05,0.24,0.02,0.82,145640,24,0.26,0.54,0.21,0.13,0,0,0,0,0.87,0,24,1.029363704,8,18205,0.717713444,chilleddairymilks
C1218,f,0.2,0,0,0.6,0,0,0,0,0.14,0,0.06,0.36,77493,13,0,0.92,0.08,0.04,0.52,0,0.13,0.12,0.14,0.04,13,1.999891878,7,11070.42857,0.7304474,fermentedmilk
C1219,f,0.1,0,0.07,0.56,0.12,0,0.07,0,0.03,0,0.05,0.64,176882,30,0.07,0.87,0.06,0.21,0.08,0.03,0.24,0.14,0.1,0.21,30,1.789319559,21,8422.952381,0.699487344,chilledagriculturalproducts
C1220,f,0.14,0,0.03,0.03,0.09,0,0.5,0,0.11,0.08,0.03,0.82,108833,17,0,0.15,0.85,0.1,0.19,0,0.45,0.15,0.11,0,17,1.572557689,13,8371.769231,1.044493891,fermentedmilk
C1224,f,0.1,0.02,0.08,0.06,0.08,0,0.16,0.08,0.07,0.22,0.14,0.91,190439,51,0.49,0.28,0.23,0.11,0.12,0.17,0.16,0.23,0.13,0.08,51,0.691246915,40,4760.975,0.839036003,eidbleherbs
C1225,f,0.72,0.28,0,0,0,0,0,0,0,0,0,0.18,3600,2,0,1,0,0,0,0,0,0,1,0,2,2.478923502,1,3600,0,milk
C1226,m,0,0,0,0,0,0,0,0,0,0.35,0.65,0.18,2590,2,0.35,0,0.65,0,0,0.65,0,0,0,0.35,2,2.347950702,2,1295,0.431362438,candy-gum
C1229,f,0,0,0.08,0.4,0.22,0,0.08,0,0.09,0.11,0.02,0.64,96920,18,0.01,0.62,0.37,0.06,0.14,0,0.08,0.05,0.29,0.38,18,1.343408989,11,8810.909091,0.961811652,banana/importedfruits
C1230,m,0,0,0,0,0,0,1,0,0,0,0,0.09,9900,1,0,0,1,1,0,0,0,0,0,0,1,3.31662479,1,9900,0,seasonedmeat
C1232,f,0.54,0,0,0,0,0,0,0.22,0,0,0.24,0.27,17960,4,0,0.78,0.22,0.22,0,0.24,0.31,0,0,0.24,4,1.934318748,4,4490,0.152589694,beans
C1233,f,0.35,0.06,0.16,0.07,0.11,0,0,0.07,0.15,0,0.03,0.73,54090,15,0.04,0.87,0.1,0.18,0.15,0.25,0.1,0.32,0,0,15,1.138410834,7,7727.142857,0.655499049,bottledfoods
C1234,f,0.09,0.12,0.16,0,0.29,0,0,0.24,0,0.07,0.04,0.64,76010,15,0.25,0.63,0.13,0.13,0,0,0,0.72,0.15,0,15,1.109045125,6,12668.33333,0.696897847,milk
C1235,f,0.06,0,0.13,0,0.13,0,0.48,0,0.1,0.1,0,0.55,59768,10,0,0.89,0.11,0.1,0.25,0.25,0,0.4,0,0,10,1.53837542,9,6640.888889,0.762577975,ramen
C1236,f,0.03,0.04,0.16,0.44,0,0.16,0.17,0,0,0,0,0.55,36415,9,0.41,0.56,0.03,0.58,0.03,0.07,0,0,0.33,0,9,1.493589076,8,4551.875,0.761055475,banana/importedfruits
C1237,f,0.25,0,0,0,0,0,0.57,0,0,0.17,0,0.27,14270,3,0,1,0,0.83,0,0,0.17,0,0,0,3,2.003617778,2,7135,0.920675823,bakery
C1238,f,0.12,0,0.3,0.12,0,0,0.24,0.09,0.06,0.05,0.02,0.73,185852,38,0,0.19,0.81,0.08,0.17,0.1,0.08,0.1,0.14,0.34,38,1.096284431,21,8850.095238,1.069842395,otherreadymadefoods
C1239,f,0.29,0,0.15,0,0,0,0.22,0,0.07,0.06,0.21,0.55,182889,28,0.2,0.58,0.23,0.46,0,0.12,0.09,0.13,0.1,0.1,28,1.186056845,14,13063.5,0.645809927,fermentedmilk
C1240,f,0.62,0.21,0.17,0,0,0,0,0,0,0,0,0.27,18220,6,0,0.59,0.41,0,0,0.59,0,0,0.41,0,6,2.10309,3,6073.333333,0.689548099,eggs
C1241,f,0.15,0.04,0,0.52,0,0,0,0.03,0.06,0.08,0.13,0.64,77780,21,0,0,1,0.12,0.06,0.22,0.24,0.04,0.03,0.3,21,1.678601286,15,5185.333333,0.700365895,banana/importedfruits
C1242,f,0.03,0.36,0.03,0,0,0,0.54,0,0,0.03,0,0.45,31924,10,0.18,0.58,0.23,0,0.02,0.4,0.13,0.22,0.07,0.17,10,2.015648756,9,3547.111111,0.728608235,softdrinks
C1243,f,0,0.01,0.02,0,0.11,0,0.08,0,0.08,0.69,0,0.55,72580,8,0.74,0.09,0.16,0.16,0,0.09,0,0,0,0.74,8,2.227849851,3,24193.33333,1.070431636,cooky/cakes
C1244,f,0.04,0.72,0.09,0.12,0,0,0.04,0,0,0,0,0.45,82570,8,0.62,0.36,0.02,0,0,0,0.08,0.88,0,0.04,8,2.329475157,4,20642.5,1.619749107,coffee
C1245,f,0.1,0.22,0.12,0.07,0.12,0,0.08,0,0.09,0.1,0.1,0.82,105363,26,0.06,0.62,0.32,0.28,0,0.29,0.26,0.15,0,0.02,26,0.651784713,11,9578.454545,0.834027814,fruitvegetables
C1246,f,0,0.16,0.49,0.14,0,0,0,0,0,0.21,0,0.36,28800,5,0,1,0,0,0,0.35,0,0,0.65,0,5,1.701328918,3,9600,0.084168987,bakery
C1247,m,0,0,0,0,1,0,0,0,0,0,0,0.09,9900,1,0,1,0,0,0,1,0,0,0,0,1,3.31662479,1,9900,0,laundrydetergent
C1248,f,0,0.04,0.09,0,0.09,0,0.63,0,0.02,0,0.12,0.55,53157,10,0.29,0.37,0.35,0,0,0.39,0.11,0,0.26,0.24,10,2.045326743,5,10631.4,0.437672249,frozendumpling
C1249,f,0,0,0,0,0.69,0,0,0,0.31,0,0,0.18,19510,2,0,1,0,0.31,0,0,0,0,0.69,0,2,2.418929501,2,9755,0.545824097,kitchen/housedetergents
C1250,f,0.09,0.05,0.15,0.03,0.28,0,0,0,0.04,0.32,0.03,0.73,296650,28,0.92,0.08,0,0.01,0.05,0.45,0.07,0.32,0.1,0,28,1.248552547,10,29665,0.917986167,fermentedmilk
C1251,f,0.01,0.35,0.04,0.05,0,0,0.25,0,0.16,0.05,0.08,0.73,147010,41,0.15,0.34,0.5,0.06,0.18,0.12,0.04,0.21,0.3,0.1,41,1.274456691,31,4742.258065,0.718726477,harddrinks
C1252,f,0,0.17,0,0,0.83,0,0,0,0,0,0,0.18,6030,2,0,0.17,0.83,0,0,0,0,0,0.17,0.83,2,2.747009518,2,3015,0.926391969,cookingoil
C1253,f,0.15,0,0.27,0,0.33,0,0,0,0.12,0,0.14,0.45,60580,12,0,0.03,0.97,0.23,0.33,0.03,0,0,0.41,0,12,1.316115213,6,10096.66667,0.754905874,beans
C1254,f,0.22,0,0.09,0.29,0,0.02,0,0.04,0.1,0.1,0.13,0.73,290132,69,0.04,0.74,0.22,0.03,0.18,0.04,0.2,0.28,0.17,0.1,69,1.046737688,38,7635.052632,1.028770521,fermentedmilk
C1255,f,0.06,0.01,0,0.01,0.15,0,0.24,0.02,0.06,0.44,0.02,0.82,199709,23,0.22,0.34,0.44,0.32,0.23,0.24,0.12,0.01,0.01,0.07,23,1.518285472,17,11747.58824,1.2427398,chinesecabbages
C1256,f,0.39,0,0,0.61,0,0,0,0,0,0,0,0.18,8230,2,0,0.39,0.61,0,0,0,0,1,0,0,2,2.285508018,1,8230,0,mandarinorange/watermelonandotherfruits
C1257,f,0.09,0.06,0.19,0.16,0.07,0,0,0,0.32,0.04,0.09,0.73,78220,18,1,0,0,0,0,0.06,0,0.94,0,0,18,1.072276207,9,8691.111111,0.663473428,dryfruits
C1258,f,0.11,0.16,0.04,0.19,0.39,0,0.04,0,0,0,0.08,0.64,151533,31,0.06,0.42,0.52,0.1,0.1,0.11,0.36,0,0,0.33,31,1.30880748,19,7975.421053,0.821214298,banana/importedfruits
C1259,f,0,0,0,0,0,0,0.38,0,0,0.62,0,0.18,6870,2,0,1,0,0,0,0,1,0,0,0,2,2.303800992,1,6870,0,cereals
C1260,f,0.05,0,0.08,0,0,0,0.3,0,0,0.57,0,0.36,25120,6,0.08,0.92,0,0,0,0.08,0.4,0.47,0.06,0,6,2.013997307,5,5024,0.80607479,bread
C1261,f,0,0,0.57,0.43,0,0,0,0,0,0,0,0.18,16390,4,0.6,0.4,0,0,0,0.6,0,0,0,0.4,4,2.254064589,3,5463.333333,0.738056589,ready-mademeals
C1263,f,0,0,0,0.21,0.36,0,0,0,0.43,0,0,0.27,13960,4,0,0.36,0.64,0,0.36,0.43,0.21,0,0,0,4,1.79483435,3,4653.333333,0.327327843,banana/importedfruits
C1265,f,0.04,0.12,0.13,0,0,0,0.03,0.04,0.17,0.31,0.17,0.73,91421,22,0.26,0.71,0.03,0.08,0,0.44,0.25,0.03,0,0.2,22,1.076009771,11,8311,0.987383845,othervegetables
C1266,f,0,0,0.06,0.2,0.06,0,0.06,0.01,0.28,0.28,0.06,0.73,238685,32,0.14,0.86,0,0.35,0.37,0.11,0.09,0.06,0.01,0,32,1.188725229,14,17048.92857,1.362026997,beans
C1267,m,0,0,1,0,0,0,0,0,0,0,0,0.09,3000,1,1,0,0,0,1,0,0,0,0,0,1,3.31662479,1,3000,0,otherreadymadefoods
C1268,f,0.42,0,0,0,0,0,0.45,0,0,0.13,0,0.27,10690,3,0,0,1,0,0.42,0,0,0.58,0,0,3,1.928278455,3,3563.333333,0.540290716,bread
C1269,f,0.31,0,0,0.69,0,0,0,0,0,0,0,0.18,8720,2,0.69,0.31,0,0,0,0,0,0.69,0.31,0,2,2.405253041,2,4360,0.525464672,banana/importedfruits
C1270,f,0.19,0,0.24,0.06,0.29,0,0.18,0,0,0,0.03,0.55,72530,15,0.33,0.62,0.05,0,0.33,0.28,0,0.05,0,0.34,15,1.244718171,8,9066.25,0.824535169,eggs
C1271,f,0.12,0.22,0.09,0.03,0.1,0,0.18,0.04,0.1,0.04,0.07,0.91,284003,58,0.03,0.12,0.85,0.22,0.13,0.17,0.07,0.13,0.14,0.14,58,0.725361036,46,6173.978261,0.932607922,beans
C1272,f,0.21,0.49,0,0,0,0,0,0,0,0.3,0,0.27,5270,3,0,0.7,0.3,0,0,0,0,0.3,0.7,0,3,1.845908561,2,2635,0.55548806,icecream
C1273,f,0,0.68,0,0,0.32,0,0,0,0,0,0,0.18,3100,2,0,0,1,0,0.68,0,0.32,0,0,0,2,2.389928573,2,1550,0.501817716,harddrinks
C1275,m,0,1,0,0,0,0,0,0,0,0,0,0.09,2880,2,0,0,1,0,0,0,1,0,0,0,2,3.31662479,1,2880,0,harddrinks
C1276,f,0.15,0.13,0.49,0,0,0,0.09,0,0,0.12,0.02,0.55,46951,13,0,0.18,0.82,0.07,0.13,0.2,0.24,0.18,0.06,0.11,13,1.606356083,10,4695.1,0.604763193,ramen
C1277,f,0.07,0,0.03,0.57,0.11,0,0,0,0,0.06,0.17,0.55,127456,27,0.11,0.77,0.12,0.06,0.11,0,0.45,0.09,0.18,0.11,27,1.859986753,10,12745.6,0.740997899,banana/importedfruits
C1278,f,0,0,0.12,0.3,0,0,0.33,0.06,0.05,0.1,0.04,0.64,59610,10,0.29,0.71,0,0.06,0,0,0.45,0.5,0,0,10,1.314098056,5,11922,0.446071585,cereals
C1279,m,0,0,0,0,0,0,0,0,0,1,0,0.09,3970,2,0,0,1,0,0,0,1,0,0,0,2,3.31662479,2,1985,0.003562251,cooky/cakes
C1280,f,0.28,0,0,0,0,0,0,0,0,0.72,0,0.18,9730,2,0,1,0,0,1,0,0,0,0,0,2,2.470682171,1,9730,0,milk
C1281,f,0,0.27,0.05,0.23,0.1,0,0.01,0.05,0.17,0.03,0.09,0.91,239397,39,0.08,0.75,0.18,0.14,0.09,0.35,0.15,0.12,0,0.15,39,1.014683604,25,9575.88,0.775186795,otherlivefish
C1282,m,0,1,0,0,0,0,0,0,0,0,0,0.09,7200,1,0,0,1,0,0,0,0,0,0,1,1,3.31662479,1,7200,0,harddrinks
C1283,f,0.36,0,0.5,0,0,0,0,0,0,0.15,0,0.27,17810,6,0,1,0,0,0.36,0.22,0,0,0.19,0.22,6,1.9218266,5,3562,0.460477119,fermentedmilk
C1284,f,0.59,0,0.41,0,0,0,0,0,0,0,0,0.18,6840,2,0,0,1,0,0,0,0,0,0,1,2,2.270528085,1,6840,0,fermentedmilk
C1285,f,0.17,0.08,0,0,0,0,0,0,0,0.75,0,0.27,11760,6,0,0,1,0,0,0.8,0.2,0,0,0,6,2.465134001,3,3920,0.474428074,snacks
C1286,f,0,0,0.06,0.12,0,0,0.29,0,0.14,0.35,0.04,0.55,140242,14,0.44,0.56,0,0.08,0.13,0,0.5,0.2,0,0.09,14,1.377839578,8,17530.25,0.818146464,ready-madesnacks
C1288,f,0,0.13,0.07,0,0,0,0.34,0,0.13,0.22,0.12,0.55,29340,8,0,0.5,0.5,0,0,0.3,0.34,0.07,0.29,0,8,1.2225328,6,4890,0.617013778,koreanchicken
C1289,f,0.45,0.16,0,0.39,0,0,0,0,0,0,0,0.27,17970,5,0,0.34,0.66,0,0,0,0.66,0.16,0.18,0,5,1.868756393,3,5990,0.85191154,eggs
C1290,f,0,0,0,0.15,0.45,0,0,0.04,0.18,0.18,0,0.45,106806,14,0.72,0.06,0.21,0.01,0.5,0,0.14,0.29,0,0.05,14,1.556202182,13,8215.846154,1.571994838,cooky/cakes
C1291,f,0,0,0,0.22,0,0,0.45,0.12,0,0,0.21,0.36,48424,4,1,0,0,0,0,0,0,1,0,0,4,1.617251607,4,12106,0.55168273,importedbeef
C1292,f,0.03,0.11,0.17,0.12,0,0.01,0.18,0.18,0,0,0.19,0.73,148096,27,0.18,0.7,0.12,0.17,0.11,0.54,0,0.08,0.01,0.08,27,0.908604307,21,7052.190476,1.21680102,beans
C1293,f,0.12,0.36,0.17,0,0.26,0,0,0,0,0.09,0,0.45,36460,8,0.79,0,0.21,0,0.91,0,0.09,0,0,0,8,1.387958268,3,12153.33333,0.97253103,chillednoodles
C1294,f,0.49,0,0,0.51,0,0,0,0,0,0,0,0.18,3950,2,0,1,0,0,0,0,0,0,0,1,2,2.225077391,1,3950,0,cheese/butter
C1295,f,0,0,0,0.02,0.39,0,0,0.26,0,0.12,0.2,0.45,22310,7,0.51,0,0.49,0,0,0.49,0,0,0.51,0,7,1.508276061,3,7436.666667,0.595079476,dentalproducts
C1296,m,0,1,0,0,0,0,0,0,0,0,0,0.09,4990,1,0,0,1,0,0,0,0,1,0,0,1,3.31662479,1,4990,0,tea
C1297,m,0,0,1,0,0,0,0,0,0,0,0,0.09,2500,1,0,0,1,0,0,0,0,0,0,1,1,3.31662479,1,2500,0,ramen
C1300,f,0.09,0.02,0.17,0.15,0.21,0,0.1,0.06,0.1,0.05,0.06,0.91,187170,33,0.1,0.37,0.54,0.03,0.21,0.05,0.25,0.17,0.15,0.14,33,0.694273606,20,9358.5,0.647813666,otherreadymadefoods
C1301,f,0.58,0,0,0,0,0,0,0,0,0,0.42,0.18,9090,3,0,1,0,1,0,0,0,0,0,0,3,2.26206722,1,9090,0,beans
C1302,f,0.01,0.16,0.02,0.07,0.34,0,0.31,0,0,0.06,0.03,0.73,226101,30,0.02,0.83,0.15,0.04,0.49,0.26,0,0.09,0.03,0.09,30,1.377436483,17,13300.05882,0.976537814,koreanbeef
C1303,f,0.03,0.47,0,0,0,0,0,0,0,0.44,0.06,0.36,15900,6,0,1,0,0,0.38,0.48,0,0,0.11,0.03,6,1.98640789,5,3180,0.91603671,bakery
C1304,f,0.03,0.24,0,0,0.2,0,0.09,0.03,0,0.35,0.07,0.64,129580,21,0,0.41,0.59,0.08,0.31,0.21,0.02,0.39,0,0,21,1.295380468,15,8638.666667,1.325647367,softdrinks
C1305,f,0.02,0,0,0,0,0,0.43,0,0.36,0.14,0.05,0.45,27610,9,0.44,0.56,0,0,0.14,0.07,0.02,0.25,0.22,0.3,9,1.729245224,7,3944.285714,0.567118958,otherlivefish
C1306,m,0,0,1,0,0,0,0,0,0,0,0,0.09,75000,1,0,1,0,0,0,0,0,0,1,0,1,3.31662479,1,75000,0,otherreadymadefoods
C1307,m,0,0,1,0,0,0,0,0,0,0,0,0.09,8140,1,0,1,0,0,0,0,0,1,0,0,1,3.31662479,1,8140,0,instantfoods
C1308,f,0.26,0,0,0,0,0,0.29,0,0,0.46,0,0.27,28465,5,0.16,0.25,0.59,0.41,0,0,0,0.59,0,0,5,1.792358116,3,9488.333333,0.687851634,milk
C1309,f,0.06,0.02,0.33,0.1,0.04,0,0.28,0.02,0.11,0.02,0.03,0.91,156869,34,0,0.1,0.9,0.29,0.11,0.14,0.13,0.02,0,0.3,34,1.225843162,14,11204.92857,0.599450761,beans
C1310,f,0.1,0.79,0,0,0,0,0,0,0.04,0.05,0.03,0.45,108690,20,0.02,0.74,0.24,0.19,0.06,0.14,0.07,0.12,0.07,0.35,20,2.57136003,19,5720.526316,0.592269683,harddrinks
C1311,m,0,0,0,0.19,0,0,0,0,0.81,0,0,0.18,15400,4,0,0,1,0.26,0,0,0.32,0,0,0.42,4,2.685830165,3,5133.333333,0.241002712,banana/importedfruits
C1312,f,0.12,0.18,0.11,0.18,0,0,0.08,0.11,0.05,0.09,0.08,0.82,92370,21,0.29,0.17,0.54,0,0.29,0,0,0.25,0.46,0,21,0.651571345,6,15395,0.276988078,harddrinks
C1313,f,0,0.29,0,0.71,0,0,0,0,0,0,0,0.18,13900,3,0.14,0.86,0,0,0,0.86,0.14,0,0,0,3,2.45764283,2,6950,1.007245631,softdrinks
C1314,f,0.07,0,0.05,0.17,0,0,0,0,0,0.67,0.04,0.45,58990,5,0.04,0.96,0,0,0,0.96,0.04,0,0,0,5,2.192316831,4,14747.5,1.278331166,eidbleherbs
C1315,f,0,0.15,0.07,0,0.43,0,0.36,0,0,0,0,0.36,16280,6,0,0.36,0.64,0,0.06,0,0.51,0,0,0.43,6,1.727323601,4,4070,0.693432086,harddrinks
C1316,f,0,0.61,0.39,0,0,0,0,0,0,0,0,0.18,14240,3,0,1,0,0,0,0,0,1,0,0,3,2.290835392,1,14240,0,coffee
C1317,f,0.45,0,0,0.55,0,0,0,0,0,0,0,0.18,10830,2,0.55,0.45,0,0,0.55,0,0,0,0,0.45,2,2.240671918,2,5415,0.152782075,apple/sweetmelon
C1318,m,0,0,0,0,0,0,0,1,0,0,0,0.09,3590,1,1,0,0,0,0,0,0,1,0,0,1,3.31662479,1,3590,0,ketchupandmayoneise
C1319,f,0.1,0,0.03,0.15,0.43,0,0.13,0,0,0,0.16,0.55,85172,17,0.05,0.57,0.38,0.04,0.1,0.21,0,0,0.17,0.48,17,1.436613582,9,9463.555556,0.660426947,beans
C1320,f,0.36,0.02,0.57,0.04,0,0,0,0,0,0,0,0.36,59490,16,0.03,0.76,0.21,0.2,0.04,0.31,0.27,0.17,0,0.01,16,2.119810415,13,4576.153846,0.858959895,milk
C1321,f,0.03,0.04,0.24,0.02,0.03,0,0.28,0.07,0.14,0.1,0.04,1,337550,64,0.2,0.29,0.5,0.2,0.05,0.16,0.15,0.26,0,0.19,64,1.02259322,46,7338.043478,0.824840182,bottledfoods
C1322,f,0.06,0.1,0.37,0,0,0,0,0,0,0.45,0.03,0.45,53150,15,0.16,0.12,0.72,0.12,0,0.57,0.15,0.07,0.08,0,15,1.773620529,11,4831.818182,0.688197524,harddrinks
C1323,f,0.24,0.16,0,0.54,0,0,0,0,0,0,0.06,0.36,62760,7,0,1,0,1,0,0,0,0,0,0,7,1.858279354,1,62760,0,beans
C1324,m,0,0,0,0,0,0,0,0,0,1,0,0.09,2990,1,0,1,0,0,0,0,1,0,0,0,1,3.31662479,1,2990,0,pre-processedsnacks
C1325,f,0.06,0.03,0.15,0.35,0.02,0,0.18,0,0,0.16,0.05,0.73,94530,25,0.03,0.46,0.52,0.13,0.1,0.05,0.16,0.38,0.14,0.03,25,1.220655297,15,6302,0.658144699,cooky/cakes
C1326,m,0,0,0,0,0,0.88,0,0,0,0,0.12,0.18,10190,2,0.88,0,0.12,0,0,0,0.12,0,0,0.88,2,2.916150147,2,5095,1.083906567,cosmetics
C1327,f,0.47,0,0,0,0,0,0,0,0,0.53,0,0.18,3730,4,1,0,0,0,0,0,0,0,1,0,4,2.23095899,1,3730,0,cooky/cakes
C1328,m,1,0,0,0,0,0,0,0,0,0,0,0.09,5900,1,0,1,0,0,1,0,0,0,0,0,1,3.31662479,1,5900,0,fermentedmilk
C1329,f,0,0,0,0.19,0,0,0.56,0,0,0.25,0,0.27,39911,3,0,1,0,0,0.75,0.25,0,0,0,0,3,1.97538938,2,19955.5,0.70552996,apple/sweetmelon
C1330,f,0.31,0,0.17,0.18,0,0,0.2,0,0.11,0.03,0,0.55,70880,11,0,0.11,0.89,0.28,0,0.34,0,0.38,0,0,11,1.200577067,4,17720,0.38731796,cheese/butter
