ymd,time,custid,prod,amt
2012-04-04,18:00,C0563,instantfoods,4980
2012-04-04,18:00,C0573,chilledagriculturalproducts,2500
2012-04-04,18:00,C0573,chillednoodles,1980
2012-04-04,18:00,C0573,otherlivefish,5000
2012-04-04,18:00,C0573,ketchupandmayoneise,3990
2012-04-04,19:00,C0190,noodles,4400
2012-04-04,19:00,C0190,pear/kiwi/grape,6778
2012-04-04,19:00,C1336,otherbeverages,50
2012-04-04,19:00,C1052,ramen,3600
2012-04-04,19:00,C1052,snacks,990
2012-04-04,19:00,C1052,cooky/cakes,1990
2012-04-04,19:00,C1052,softdrinks,950
2012-04-04,19:00,C0277,ready-madesnacks,6900
2012-04-04,19:00,C1944,minorcereals,6990
2012-04-04,19:00,C1944,icecream,2500
2012-04-04,19:00,C1944,cooky/cakes,2000
2012-04-04,19:00,C1944,eggs,4990
2012-04-04,19:00,C1944,bottledfoods,1000
2012-04-04,19:00,C1944,sanitaryproducts,3000
2012-04-04,19:00,C1944,banana/importedfruits,4950
2012-04-04,19:00,C2023,strawberry/peach/,6990
2012-04-04,19:00,C1376,ramen,3500
2012-04-04,19:00,C1376,artificialpowders,1990
2012-04-04,19:00,C0579,eggs,4990
2012-04-04,19:00,C0579,banana/importedfruits,4950
2012-04-04,19:00,C0722,soysaucesandpastes,3650
2012-04-04,19:00,C0465,wastepapers,1000
2012-04-04,19:00,C1687,milk,2710
2012-04-04,19:00,C1687,chilledseafood,2080
2012-04-04,19:00,C1687,otherlivefish,1990
2012-04-04,19:00,C1687,bottledfoods,3990
2012-04-04,19:00,C1687,coffee,8900
2012-04-04,20:00,C0257,hairproducts,51000
2012-04-04,20:00,C2191,rootvegetables,1500
2012-04-04,20:00,C1211,eggs,2980
2012-04-04,20:00,C1211,banana/importedfruits,2990
2012-04-04,20:00,C0741,chilleddairymilks,3000
2012-04-04,20:00,C0741,noodles,4400
2012-04-04,20:00,C0741,eggs,2990
2012-04-04,20:00,C0741,rootvegetables,1278
2012-04-04,20:00,C0741,eidbleherbs,1990
2012-04-04,20:00,C0741,bottledfoods,2200
2012-04-04,20:00,C0741,koreanpork,4633
2012-04-04,20:00,C1263,banana/importedfruits,2990
2012-04-04,20:00,C1180,noodles,3000
2012-04-04,20:00,C1180,cooky/cakes,2990
2012-04-04,20:00,C1180,instantfoods,3980
2012-04-04,20:00,C2459,icecream,8800
2012-04-04,20:00,C2459,chilledlivestock,6480
2012-04-04,20:00,C2459,otherlivefish,12800
2012-04-04,20:00,C2459,mushrooms,2926
2012-04-04,20:00,C2459,eidbleherbs,1490
2012-04-04,20:00,C2459,softdrinks,2250
2012-04-04,20:00,C2459,banana/importedfruits,11950
2012-04-04,20:00,C1544,eggs,4990
2012-04-04,20:00,C1047,pre-processedsnacks,3990
2012-04-04,20:00,C1047,othervegetables,1850
2012-04-04,20:00,C1047,beans,4600
2012-04-04,20:00,C0587,cooky/cakes,3150
2012-04-04,20:00,C0587,harddrinks,2500
2012-04-04,20:00,C0587,cookingoil,3850
2012-04-04,21:00,C2182,artificialpowders,2900
2012-04-04,21:00,C2182,fermentedmilk,1410
2012-04-04,21:00,C2182,ramen,3100
2012-04-04,21:00,C2199,otherbeverages,80
2012-04-04,21:00,C0738,fermentedmilk,990
2012-04-04,21:00,C0581,cheese/butter,6800
2012-04-04,21:00,C1550,chilledagriculturalproducts,3580
2012-04-04,21:00,C1550,snacks,1050
2012-04-04,21:00,C1550,driedfish,2690
2012-04-04,21:00,C1550,eggs,4990
2012-04-04,21:00,C1943,harddrinks,4250
2012-04-04,21:00,C1660,otherseafoods,7900
2012-04-04,21:00,C1289,milk,1600
2012-04-04,21:00,C1289,eggs,3290
2012-04-04,21:00,C1289,strawberry/peach/,6990
2012-04-04,21:00,C2389,dryfruits,3990
2012-04-04,22:00,C2055,snacks,2500
2012-04-04,22:00,C0649,chilleddairymilks,1080
2012-04-04,22:00,C0649,softdrinks,390
2012-04-05,10:00,C0363,fruitvegetables,1199
2012-04-05,10:00,C0363,rootvegetables,3755
2012-04-05,10:00,C0363,instantfoods,1990
2012-04-05,10:00,C1677,fermentedmilk,5400
2012-04-05,10:00,C2350,beans,1590
2012-04-05,10:00,C2350,softdrinks,5640
2012-04-05,10:00,C2350,laundrydetergent,7990
2012-04-05,11:00,C1127,fruitvegetables,11950
2012-04-05,11:00,C1127,beans,3990
2012-04-05,11:00,C1127,eidbleherbs,1990
2012-04-05,11:00,C1127,apple/sweetmelon,10000
2012-04-05,11:00,C1127,koreanpork,13300
2012-04-05,11:00,C2048,softdrinks,1000
2012-04-05,11:00,C2216,importedbeef,9662
2012-04-05,11:00,C1143,cooky/cakes,1280
2012-04-05,11:00,C1143,fruitvegetables,1990
2012-04-05,11:00,C1143,instantfoods,11960
2012-04-05,11:00,C1143,apple/sweetmelon,10000
2012-04-05,12:00,C1758,otherreadymadefoods,990
2012-04-05,12:00,C0998,fruitvegetables,1500
2012-04-05,12:00,C1874,otherseafoods,9900
2012-04-05,12:00,C1874,banana/importedfruits,990
2012-04-05,12:00,C2311,snacks,3000
2012-04-05,12:00,C2311,sanitaryproducts,3500
2012-04-05,12:00,C1085,ready-mademeals,3500
2012-04-05,12:00,C1085,otherlivefish,7800
2012-04-05,12:00,C1546,otherlivefish,2000
2012-04-05,12:00,C0612,maincereals,42900
2012-04-05,12:00,C0612,driedfish,2990
2012-04-05,13:00,C1861,koreanchicken,4800
2012-04-05,13:00,C1527,frozendumpling,4980
2012-04-05,13:00,C1527,bread,1120
2012-04-05,13:00,C1527,chocolete,720
2012-04-05,13:00,C1527,cooky/cakes,2560
2012-04-05,13:00,C1219,pear/kiwi/grape,7990
2012-04-05,13:00,C0395,frozendumpling,4980
2012-04-05,13:00,C0395,cooky/cakes,2950
2012-04-05,13:00,C0395,softdrinks,4470
2012-04-05,13:00,C0395,dentalproducts,3000
2012-04-05,13:00,C0395,kitchen/housedetergents,4990
2012-04-05,13:00,C0395,wastepapers,4000
2012-04-05,13:00,C0587,otherbeverages,40
2012-04-05,14:00,C2142,sweeteners,15270
2012-04-05,14:00,C0855,milk,3980
2012-04-05,14:00,C0855,chilledagriculturalproducts,2500
2012-04-05,14:00,C0855,artificialpowders,4250
2012-04-05,14:00,C0711,pre-processedmeals,990
2012-04-05,14:00,C0711,snacks,1600
2012-04-05,14:00,C0711,rootvegetables,3990
2012-04-05,14:00,C1596,harddrinks,1060
2012-04-05,14:00,C0963,chocolete,1440
2012-04-05,14:00,C0988,chocolete,1800
2012-04-05,14:00,C0988,bottledfoods,5500
2012-04-05,14:00,C0988,cookingoil,2500
2012-04-05,14:00,C0578,noodles,3450
2012-04-05,14:00,C0578,cooky/cakes,1280
2012-04-05,15:00,C1640,noodles,2000
2012-04-05,15:00,C1528,mushrooms,2390
2012-04-05,15:00,C0098,rootvegetables,7990
2012-04-05,15:00,C0098,apple/sweetmelon,7990
2012-04-05,15:00,C1760,otherlivefish,2980
2012-04-05,15:00,C1760,eidbleherbs,2580
2012-04-05,15:00,C1760,soysaucesandpastes,6990
2012-04-05,15:00,C2356,eidbleherbs,2900
2012-04-05,15:00,C0963,artificialpowders,3980
2012-04-05,15:00,C1667,maincereals,42900
2012-04-05,15:00,C2312,milk,5330
2012-04-05,15:00,C2312,snacks,1250
2012-04-05,15:00,C2312,cereals,7190
2012-04-05,15:00,C2312,chocolete,1000
2012-04-05,15:00,C2312,cooky/cakes,850
2012-04-05,15:00,C1424,milk,830
2012-04-05,15:00,C0822,fruitvegetables,1990
2012-04-05,15:00,C0822,beans,3990
2012-04-05,15:00,C2279,snacks,880
2012-04-05,15:00,C2279,softdrinks,2440
2012-04-05,15:00,C1582,harddrinks,1200
2012-04-05,16:00,C1834,ramen,1770
2012-04-05,16:00,C0646,snacks,1000
2012-04-05,16:00,C0646,otherbeverages,40
2012-04-05,16:00,C0646,harddrinks,2240
2012-04-05,16:00,C0860,snacks,1500
2012-04-05,16:00,C0860,cookingoil,5000
2012-04-05,16:00,C1130,cookingoil,3850
2012-04-05,16:00,C0941,eidbleherbs,990
2012-04-05,16:00,C1429,beans,1800
2012-04-05,16:00,C0292,koreanpork,22114
2012-04-05,16:00,C2482,maincereals,15900
2012-04-05,16:00,C2482,koreanconfectionary,2990
2012-04-05,16:00,C2482,rootvegetables,1088
2012-04-05,16:00,C0662,chilleddairymilks,990
2012-04-05,16:00,C0662,milk,3890
2012-04-05,16:00,C0662,pre-processedmeals,990
2012-04-05,16:00,C1433,laundrydetergent,7990
2012-04-05,16:00,C1433,cookingoil,7700
2012-04-05,17:00,C1898,ready-madesidedishes,5990
2012-04-05,17:00,C2401,eggs,6100
2012-04-05,17:00,C2401,apple/sweetmelon,11880
2012-04-05,17:00,C2321,cooky/cakes,2990
2012-04-05,17:00,C1254,fermentedmilk,2700
2012-04-05,17:00,C1254,beans,1600
2012-04-05,17:00,C1254,mushrooms,250
2012-04-05,17:00,C1254,dryfruits,3990
2012-04-05,17:00,C0386,otherreadymadefoods,990
2012-04-05,17:00,C0386,bread,1820
2012-04-05,17:00,C2380,chillednoodles,3580
2012-04-05,17:00,C2380,lattuce,2190
2012-04-05,17:00,C1842,otherbeverages,80
2012-04-05,17:00,C1842,softdrinks,1000
2012-04-05,17:00,C0507,wastepapers,9900
2012-04-05,17:00,C1513,ready-madesnacks,3584
2012-04-05,17:00,C1845,frozendumpling,4980
2012-04-05,17:00,C1845,harddrinks,2500
2012-04-05,17:00,C0444,ramen,1320
2012-04-05,17:00,C0444,fruitvegetables,1000
2012-04-05,17:00,C0444,harddrinks,2800
2012-04-05,17:00,C0444,apple/sweetmelon,3990
2012-04-05,17:00,C1723,harddrinks,4250
2012-04-05,17:00,C1481,strawberry/peach/,8990
2012-04-05,17:00,C1481,pear/kiwi/grape,7063
2012-04-05,17:00,C0263,milk,4830
2012-04-05,17:00,C0263,cereals,5690
2012-04-05,17:00,C0263,cooky/cakes,1440
2012-04-05,17:00,C0263,cheese/butter,6580
2012-04-05,17:00,C0263,snacks,3000
2012-04-05,17:00,C0263,lattuce,2000
2012-04-05,17:00,C0263,dentalproducts,7360
2012-04-05,17:00,C0263,chilledagriculturalproducts,5200
2012-04-05,17:00,C0263,snacks,1500
2012-04-05,17:00,C1118,instantfoods,2990
2012-04-05,17:00,C1540,chilledagriculturalproducts,5000
2012-04-05,17:00,C1540,ramen,9750
2012-04-05,17:00,C2344,wastepapers,2990
2012-04-05,17:00,C0361,laundrydetergent,7990
2012-04-05,17:00,C0361,eggs,4990
2012-04-05,17:00,C0361,coffee,2300
2012-04-05,18:00,C1768,fermentedmilk,5400
2012-04-05,18:00,C2152,othervegetables,7000
2012-04-05,18:00,C2355,otherlivefish,10000
2012-04-05,18:00,C2355,livefish,9900
2012-04-05,18:00,C2355,fruitvegetables,1990
2012-04-05,18:00,C2355,beans,3480
2012-04-05,18:00,C2355,lattuce,1490
2012-04-05,18:00,C2355,apple/sweetmelon,10000
2012-04-05,18:00,C2355,milk,3980
2012-04-05,18:00,C2355,laundrydetergent,2750
2012-04-05,18:00,C2355,wastepapers,13900
2012-04-05,18:00,C0528,laundrydetergent,2750
2012-04-05,18:00,C2201,chilledlivestock,5980
2012-04-05,18:00,C2201,beans,2200
2012-04-05,19:00,C0322,harddrinks,4500
2012-04-05,19:00,C1009,softdrinks,1800
2012-04-05,19:00,C1515,snacks,1950
2012-04-05,19:00,C2044,chinesecabbages,2500
2012-04-05,19:00,C2044,importedbeef,4326
2012-04-05,19:00,C0728,otherlivefish,2980
2012-04-05,19:00,C0728,rootvegetables,1990
2012-04-05,19:00,C0635,harddrinks,3200
2012-04-05,20:00,C0418,ramen,4150
2012-04-05,20:00,C2301,fermentedmilk,3760
2012-04-05,20:00,C2301,cheese/butter,1200
2012-04-05,20:00,C2301,chilledagriculturalproducts,2980
2012-04-05,20:00,C2301,snacks,2400
2012-04-05,20:00,C2301,pear/kiwi/grape,9922
2012-04-05,20:00,C2144,bottledfoods,44000
2012-04-05,20:00,C0798,pre-processedsnacks,3990
2012-04-05,20:00,C2183,candy-gum,1690
2012-04-05,20:00,C1376,wastepapers,6990
2012-04-05,20:00,C1421,apple/sweetmelon,10000
2012-04-05,21:00,C0742,fermentedmilk,1300
2012-04-05,21:00,C0742,lattuce,2000
2012-04-05,21:00,C1695,beans,1990
2012-04-05,21:00,C0651,icecream,6000
2012-04-05,21:00,C0651,cooky/cakes,3940
2012-04-05,21:00,C0920,minorcereals,10000
2012-04-05,21:00,C0920,processedlivefish,4500
2012-04-05,21:00,C0920,milk,2950
2012-04-05,21:00,C0920,otherlivefish,5000
2012-04-05,21:00,C0920,pre-processedsnacks,5990
2012-04-05,21:00,C0947,fermentedmilk,2970
2012-04-05,21:00,C0947,milk,7410
2012-04-05,21:00,C0947,mandarinorange/watermelonandotherfruits,8990
2012-04-05,22:00,C1553,otherbeverages,40
2012-04-05,22:00,C1553,harddrinks,1030
2012-04-05,22:00,C0361,hairproducts,4980
2012-04-06,10:00,C1011,ramen,4500
2012-04-06,10:00,C1011,harddrinks,7800
2012-04-06,10:00,C1011,pear/kiwi/grape,5200
2012-04-06,11:00,C1370,koreanbeef,7678
2012-04-06,11:00,C0076,lattuce,3390
2012-04-06,11:00,C1817,koreanchicken,3990
2012-04-06,11:00,C1544,eggs,4990
2012-04-06,12:00,C1768,fruitvegetables,1000
2012-04-06,12:00,C2346,cheese/butter,5480
2012-04-06,12:00,C2318,milk,2600
2012-04-06,12:00,C0650,ramen,1000
2012-04-06,12:00,C2037,bottledfoods,6800
2012-04-06,12:00,C0075,snacks,1990
2012-04-06,12:00,C0075,candy-gum,6780
2012-04-06,12:00,C0075,apple/sweetmelon,3990
2012-04-06,12:00,C0075,koreanbeef,18870
2012-04-06,13:00,C0848,hairproducts,13000
2012-04-06,13:00,C1083,frozendumpling,6980
2012-04-06,13:00,C1083,bakery,2300
2012-04-06,13:00,C1083,ramen,3850
2012-04-06,13:00,C1083,otherlivefish,6500
2012-04-06,13:00,C1083,fruitvegetables,1990
2012-04-06,13:00,C1083,soysaucesandpastes,2700
2012-04-06,13:00,C1734,cheese/butter,5750
2012-04-06,13:00,C1734,mandarinorange/watermelonandotherfruits,17980
2012-04-06,13:00,C1217,pre-processedsnacks,7990
2012-04-06,13:00,C1977,ramen,760
2012-04-06,13:00,C1977,mushrooms,1790
2012-04-06,13:00,C0570,ramen,2790
2012-04-06,13:00,C0570,eidbleherbs,1190
2012-04-06,13:00,C1481,wastepapers,24500
2012-04-06,13:00,C0528,ramen,1850
2012-04-06,13:00,C0642,fruitvegetables,2990
2012-04-06,14:00,C2204,ready-madesidedishes,4554
2012-04-06,14:00,C2204,otherlivefish,15000
2012-04-06,14:00,C1097,milk,3980
2012-04-06,14:00,C0654,chilledlivestock,1050
2012-04-06,14:00,C0654,softdrinks,820
2012-04-06,14:00,C0207,banana/importedfruits,2000
2012-04-06,14:00,C0345,fermentedmilk,2230
2012-04-06,14:00,C0345,othervegetables,3275
2012-04-06,15:00,C0996,otherlivefish,8600
2012-04-06,15:00,C0996,seasonings,2150
2012-04-06,15:00,C0177,sanitaryproducts,8500
2012-04-06,15:00,C0436,pre-processedmeals,2990
2012-04-06,15:00,C0041,mushrooms,250
2012-04-06,16:00,C2485,chilledseafood,3590
2012-04-06,16:00,C0750,chilledagriculturalproducts,1990
2012-04-06,16:00,C0750,otherbeverages,80
2012-04-06,16:00,C0069,fermentedmilk,8910
2012-04-06,16:00,C0069,chilledagriculturalproducts,3980
2012-04-06,16:00,C0069,pre-processedsnacks,3990
2012-04-06,16:00,C0069,driedfish,6990
2012-04-06,16:00,C0069,eidbleherbs,1980
2012-04-06,16:00,C0069,harddrinks,1400
2012-04-06,16:00,C0069,tomato/plum/melon,4490
2012-04-06,17:00,C2103,chilleddairymilks,1980
2012-04-06,17:00,C2103,ramen,4500
2012-04-06,17:00,C1725,ramen,2790
2012-04-06,17:00,C0258,rootvegetables,2990
2012-04-06,17:00,C0258,beans,3600
2012-04-06,17:00,C0258,eidbleherbs,990
2012-04-06,17:00,C1496,ketchupandmayoneise,3990
2012-04-06,17:00,C1043,dentalproducts,7900
2012-04-06,17:00,C1150,pre-processedmeals,1980
2012-04-06,17:00,C1150,otherlivefish,2390
2012-04-06,17:00,C1150,livefish,11970
2012-04-06,17:00,C1789,koreanchicken,3990
2012-04-06,17:00,C0799,milk,10210
2012-04-06,17:00,C0949,otherlivefish,4990
2012-04-06,17:00,C0679,eggs,4990
2012-04-06,17:00,C0679,banana/importedfruits,4490
2012-04-06,17:00,C0409,cooky/cakes,2480
2012-04-06,17:00,C1433,fruitvegetables,2000
2012-04-06,18:00,C2055,milk,1400
2012-04-06,18:00,C2055,chilledlivestock,4980
2012-04-06,18:00,C0147,ketchupandmayoneise,1500
2012-04-06,18:00,C0147,banana/importedfruits,2990
2012-04-06,18:00,C0571,otherbeverages,200
2012-04-06,18:00,C0021,ramen,3190
2012-04-06,18:00,C2070,beans,2200
2012-04-06,18:00,C0136,chilledlivestock,5400
2012-04-06,19:00,C2165,ramen,3190
2012-04-06,19:00,C2165,candy-gum,2000
2012-04-06,19:00,C0996,otherlivefish,13980
2012-04-06,19:00,C0781,candy-gum,2980
2012-04-06,19:00,C1644,beans,2200
2012-04-06,19:00,C1644,seasonings,6950
2012-04-06,19:00,C0167,harddrinks,4350
2012-04-06,19:00,C0597,livefish,35000
2012-04-06,19:00,C0597,lattuce,1490
2012-04-06,19:00,C0100,seasonings,1990
2012-04-06,19:00,C0100,banana/importedfruits,9900
2012-04-06,19:00,C0587,ready-mademeals,4900
2012-04-06,19:00,C0587,othervegetables,1850
2012-04-06,19:00,C0587,bottledfoods,3990
2012-04-06,20:00,C1413,instantfoods,6990
2012-04-06,20:00,C1847,otherreadymadefoods,6000
2012-04-06,20:00,C2039,milk,3490
2012-04-06,20:00,C0609,fermentedmilk,2700
2012-04-06,20:00,C0609,bottledfoods,13400
2012-04-06,20:00,C0085,fermentedmilk,4820
2012-04-06,21:00,C0106,koreanbeef,12704
2012-04-06,21:00,C2319,chilledlivestock,2980
2012-04-06,21:00,C2039,minorcereals,10000
2012-04-06,21:00,C1945,ramen,3190
2012-04-06,21:00,C1945,softdrinks,820
2012-04-06,21:00,C1945,harddrinks,2250
2012-04-06,22:00,C1834,chocolete,1000
2012-04-06,22:00,C1751,minorcereals,4990
2012-04-06,22:00,C1751,bakery,5000
2012-04-06,22:00,C1751,processeddryfoods,990
2012-04-06,22:00,C1751,bottledfoods,1540
2012-04-06,22:00,C0955,apple/sweetmelon,9900
2012-04-06,22:00,C1101,milk,4620
2012-04-06,22:00,C1101,ready-madesnacks,1990
2012-04-07,10:00,C1389,chilleddairymilks,1500
2012-04-07,10:00,C1389,softdrinks,3300
2012-04-07,10:00,C1389,kitchen/housedetergents,6110
2012-04-07,10:00,C1389,bottledfoods,3550
2012-04-07,10:00,C0235,otherbeverages,40
2012-04-07,10:00,C0235,harddrinks,1030
2012-04-07,10:00,C0789,othervegetables,20000
2012-04-07,10:00,C0720,harddrinks,2060
2012-04-07,10:00,C2002,apple/sweetmelon,8900
2012-04-07,11:00,C1738,chillednoodles,7600
2012-04-07,11:00,C0575,cheese/butter,6580
2012-04-07,11:00,C0575,bread,2250
2012-04-07,11:00,C0575,snacks,1040
2012-04-07,11:00,C0575,cereals,4990
2012-04-07,11:00,C0575,soysaucesandpastes,14900
2012-04-07,11:00,C0762,chilledseafood,3750
2012-04-07,11:00,C0211,bakery,2500
2012-04-07,11:00,C1944,fastfoods,5980
2012-04-07,11:00,C1944,instantfoods,4900
2012-04-07,11:00,C1622,milk,4620
2012-04-07,11:00,C1622,chilledseafood,3590
2012-04-07,11:00,C1622,processedlivefish,3990
2012-04-07,11:00,C1622,koreanpork,3785
2012-04-07,13:00,C0016,fruitvegetables,1790
2012-04-07,13:00,C0016,mushrooms,4290
2012-04-07,13:00,C1872,ready-madesnacks,9990
2012-04-07,13:00,C1872,softdrinks,1980
2012-04-07,13:00,C1872,chillednoodles,2980
2012-04-07,13:00,C1872,cooky/cakes,3500
2012-04-07,13:00,C0919,chilledseafood,3290
2012-04-07,13:00,C1321,cooky/cakes,14950
2012-04-07,13:00,C1598,rootvegetables,1471
2012-04-07,14:00,C1281,rootvegetables,2390
2012-04-07,14:00,C1281,coffee,23600
2012-04-07,14:00,C2359,soysaucesandpastes,21900
2012-04-07,14:00,C1080,fermentedmilk,1150
2012-04-07,14:00,C1080,milk,5200
2012-04-07,14:00,C2350,snacks,3000
2012-04-07,14:00,C2350,apple/sweetmelon,10000
2012-04-07,14:00,C1136,chilledagriculturalproducts,990
2012-04-07,14:00,C1136,chilledseafood,1780
2012-04-07,14:00,C1136,otherreadymadefoods,3000
2012-04-07,14:00,C1136,otherlivefish,2000
2012-04-07,14:00,C1136,rootvegetables,2990
2012-04-07,14:00,C1136,lattuce,1990
2012-04-07,14:00,C1136,laundrydetergent,8900
2012-04-07,14:00,C0146,fermentedmilk,2250
2012-04-07,14:00,C0146,milk,3890
2012-04-07,14:00,C0146,cheese/butter,3960
2012-04-07,15:00,C0894,processedlivefish,12900
2012-04-07,15:00,C2383,pre-processedmeals,990
2012-04-07,15:00,C2208,mushrooms,850
2012-04-07,15:00,C1930,laundrydetergent,8990
2012-04-07,15:00,C1302,snacks,2450
2012-04-07,15:00,C0941,snacks,2500
2012-04-07,15:00,C1350,eggs,4990
2012-04-07,15:00,C1350,beans,3990
2012-04-07,16:00,C0022,rootvegetables,6474
2012-04-07,16:00,C1258,banana/importedfruits,6490
2012-04-07,16:00,C0646,fruitvegetables,1690
2012-04-07,16:00,C0592,snacks,3300
2012-04-07,16:00,C0592,softdrinks,1450
2012-04-07,16:00,C2115,milk,3680
2012-04-07,16:00,C1563,softdrinks,1450
2012-04-07,16:00,C0306,otherreadymadefoods,3400
2012-04-07,16:00,C0306,koreanchicken,7990
2012-04-07,16:00,C1885,eggs,4490
2012-04-07,16:00,C0004,rootvegetables,3990
2012-04-07,16:00,C0004,beans,3990
2012-04-07,16:00,C0004,softdrinks,1450
2012-04-07,16:00,C0004,banana/importedfruits,4490
2012-04-07,16:00,C0004,seasonedmeat,14335
2012-04-07,16:00,C1810,instantfoods,1980
2012-04-07,16:00,C1810,koreanbeef,20418
2012-04-07,16:00,C1975,otherseafoods,20000
2012-04-07,16:00,C0558,cheese/butter,6800
2012-04-07,16:00,C0558,frozendumpling,6980
2012-04-07,16:00,C0558,cooky/cakes,4650
2012-04-07,16:00,C0558,bottledfoods,3100
2012-04-07,16:00,C0558,soysaucesandpastes,3750
2012-04-07,16:00,C0558,ketchupandmayoneise,3490
2012-04-07,17:00,C0145,otherlivefish,5980
2012-04-07,17:00,C0145,sanitaryproducts,1000
2012-04-07,17:00,C0145,koreanbeef,17940
2012-04-07,17:00,C1857,fermentedmilk,1300
2012-04-07,17:00,C1857,milk,6980
2012-04-07,17:00,C2200,fruitvegetables,3980
2012-04-07,17:00,C1477,fermentedmilk,1990
2012-04-07,17:00,C0589,milk,4280
2012-04-07,17:00,C0589,ramen,4200
2012-04-07,17:00,C0589,beans,1690
2012-04-07,17:00,C0954,frozendumpling,9980
2012-04-07,17:00,C0954,chillednoodles,6480
2012-04-07,17:00,C0954,processeddriedfish,4990
2012-04-07,17:00,C0954,koreanbeef,14980
2012-04-07,17:00,C1886,frozendumpling,6780
2012-04-07,17:00,C0080,bakery,3000
2012-04-07,17:00,C0080,cooky/cakes,1790
2012-04-07,17:00,C0080,fruitvegetables,1990
2012-04-07,17:00,C0080,lattuce,1000
2012-04-07,17:00,C0080,otherreadymadefoods,1980
2012-04-07,17:00,C0080,cooky/cakes,1440
2012-04-07,17:00,C0468,rootvegetables,3490
2012-04-07,17:00,C0468,bottledfoods,5100
2012-04-07,17:00,C1810,softdrinks,5940
2012-04-07,17:00,C1433,lattuce,1490
2012-04-07,18:00,C1830,bread,1000
2012-04-07,18:00,C0073,eggs,6100
2012-04-07,18:00,C0073,tomato/plum/melon,8000
2012-04-07,18:00,C2350,eidbleherbs,1190
2012-04-07,18:00,C1723,harddrinks,2000
2012-04-07,18:00,C1770,lattuce,1000
2012-04-07,18:00,C1914,pre-processedmeals,12990
2012-04-07,19:00,C0445,rootvegetables,1484
2012-04-07,19:00,C0445,othervegetables,3500
2012-04-07,19:00,C1390,harddrinks,3320
2012-04-07,19:00,C1752,minorcereals,8890
2012-04-07,19:00,C1752,chillednoodles,4190
2012-04-07,19:00,C1752,ramen,1200
2012-04-07,19:00,C1752,eggs,6990
2012-04-07,19:00,C1630,fermentedmilk,2700
2012-04-07,19:00,C1630,coffee,3200
2012-04-07,19:00,C1630,tomato/plum/melon,9980
2012-04-07,19:00,C2395,pre-processedsnacks,5900
2012-04-07,19:00,C0351,chilledagriculturalproducts,2480
2012-04-07,19:00,C0351,fruitvegetables,1990
2012-04-07,19:00,C2315,driedfish,6990
2012-04-07,19:00,C2315,beans,2200
2012-04-07,19:00,C1376,chilledlivestock,2600
2012-04-07,19:00,C1143,driedfish,7990
2012-04-07,19:00,C2172,ramen,5990
2012-04-07,20:00,C2169,bottledfoods,1450
2012-04-07,20:00,C0651,beans,2250
2012-04-07,20:00,C0651,lattuce,1490
2012-04-07,20:00,C0651,apple/sweetmelon,7980
2012-04-07,20:00,C0651,tomato/plum/melon,5990
2012-04-07,20:00,C0789,minorcereals,3400
2012-04-07,20:00,C0789,ready-madesidedishes,6900
2012-04-07,20:00,C1755,softdrinks,1490
2012-04-07,20:00,C1755,harddrinks,1450
2012-04-07,20:00,C2289,seasonings,4790
2012-04-07,20:00,C1309,cooky/cakes,1290
2012-04-07,20:00,C1309,koreanpork,17281
2012-04-07,20:00,C1309,importedbeef,5304
2012-04-07,21:00,C2169,softdrinks,7000
2012-04-07,21:00,C0979,chilleddairymilks,3450
2012-04-07,21:00,C0979,chilledagriculturalproducts,2980
2012-04-07,21:00,C0979,otherlivefish,4990
2012-04-07,21:00,C2482,bakery,1390
2012-04-07,21:00,C1568,otherlivefish,2980
2012-04-07,21:00,C1195,minorcereals,7000
