"","custid","ct_dairy","ct_drink","ct_fastfood","ct_fruite","ct_house_prod","ct_makeup","ct_meat","ct_sauce","ct_seafood","ct_snack","ct_vegetable","coverage","g_paid","buyed_prod_num","hf_6-11","hf_12-17","hf_18-23","wdf_Sun","wdf_Mon","wdf_Tue","wdf_Wed","wdf_Thu","wdf_Fri","wdf_Sat","purchase","ct_cov","vdays","day_mean_amt","daycov","top_prod"
"1743","C2069",0.28,0,0,0.25,0,0,0.07,0,0.06,0.04,0.3,0.55,82150,20,0.41,0.59,0,0.16,0,0.45,0.09,0.05,0,0.25,15,1.34136923722632,11,7468.18181818182,0.770537770934592,"rootvegetables"
"1744","C2070",0.1,0.1,0.14,0.16,0.01,0,0.15,0.01,0.15,0.01,0.16,0.91,299680,65,0.11,0.85,0.05,0.18,0.23,0.12,0.11,0.11,0.03,0.22,32,0.769495708399163,35,8562.28571428571,0.87912280924047,"harddrinks"
"1745","C2071",0,0,0,0,0,0,0,0,0.45,0.55,0,0.18,4580,2,0,0,1,0,1,0,0,0,0,0,2,2.23626411147146,1,4580,0,"bakery"
"1746","C2072",0,0.23,0,0.14,0.24,0,0,0.25,0,0.15,0,0.45,66300,13,0.6,0.11,0.29,0,0.03,0.06,0.19,0.48,0.07,0.16,9,1.20927694884975,8,8287.5,0.85642192165752,"softdrinks"
"1747","C2073",0.05,0.43,0,0,0,0,0,0,0.3,0.22,0,0.36,64920,11,0,0.56,0.44,0.22,0,0,0.51,0.08,0.03,0.16,6,1.68923341014816,7,9274.28571428571,1.17039536295747,"softdrinks"
"1748","C2074",0.29,0,0,0,0.71,0,0,0,0,0,0,0.18,16700,2,0,0,1,0,0,0,0,1,0,0,2,2.45836352497174,2,8350,0.601252472625687,"fermentedmilk"
"1749","C2075",0.59,0,0.41,0,0,0,0,0,0,0,0,0.18,10820,3,0,1,0,0,0,0,0,0,1,0,3,2.27267700428739,2,5410,0.164686607078567,"fermentedmilk"
"1750","C2077",0,0,0,0,0,0,0.81,0,0,0,0.19,0.18,17140,4,0,1,0,0,0,0.23,0,0.03,0.74,0,2,2.69354436219264,3,5713.33333333333,1.09856057104416,"frozendumpling"
"1751","C2078",0,0,1,0,0,0,0,0,0,0,0,0.09,6000,1,0,0,1,0,1,0,0,0,0,0,1,3.3166247903554,1,6000,0,"bottledfoods"
"1752","C2079",0.85,0,0,0,0,0,0,0,0,0.15,0,0.18,6530,3,0.15,0.64,0.21,0,0,0,0.21,0,0,0.79,3,2.80384696446511,3,2176.66666666667,0.801106212288125,"cooky/cakes"
"1753","C2080",0.53,0,0.47,0,0,0,0,0,0,0,0,0.18,6050,2,0,1,0,0,0,0,0,0,1,0,2,2.22940528704054,2,3025,0.0818140077405923,"milk"
"1754","C2081",0.1,0,0,0.13,0,0,0.4,0,0.09,0.24,0.04,0.55,130579,16,0.16,0.65,0.19,0.09,0,0.48,0.05,0,0.16,0.22,12,1.4040562804557,10,13057.9,1.42846530225092,"banana/importedfruits"
"1755","C2083",0,0,0.16,0,0,0.07,0,0,0.76,0,0,0.27,27190,5,0.4,0.6,0,0,0,0,0.47,0,0.53,0,4,2.52227611308498,3,9063.33333333333,0.703378476785841,"otherlivefish"
"1756","C2084",0,0,0,0,0.08,0,0,0,0,0.92,0,0.18,5750,3,0.17,0,0.83,0,0.17,0,0.83,0,0,0,3,3.04208912397143,2,2875,0.946908211328072,"cooky/cakes"
"1757","C2086",0,0,0.24,0,0.08,0,0.52,0,0,0.03,0.14,0.45,21104,6,0.19,0.68,0.13,0.27,0,0.19,0,0.54,0,0,6,1.76490604044884,4,5276,0.793026710172726,"bottledfoods"
"1758","C2087",0.24,0.09,0.15,0.09,0.1,0,0.16,0.03,0,0.11,0.04,0.82,83500,31,0.07,0.08,0.85,0.09,0.4,0.11,0.07,0.06,0.1,0.17,20,0.807264293684546,23,3630.4347826087,1.02185591882579,"icecream"
"1759","C2088",0.17,0.18,0.09,0.1,0.14,0,0.17,0,0,0.13,0.02,0.73,131075,27,0.09,0.86,0.05,0,0.06,0.54,0.19,0.12,0.04,0.05,18,0.815912219617384,14,9362.5,0.915066995595533,"fruitvegetables"
"1760","C2089",0.2,0,0.75,0,0,0,0,0,0,0,0.05,0.27,5330,3,0,1,0,0,0.75,0,0,0,0,0.25,3,2.49266798631619,2,2665,0.703126818065422,"bottledfoods"
"1761","C2090",0,0,1,0,0,0,0,0,0,0,0,0.09,1500,1,0,0,1,0,0,0,0,1,0,0,1,3.3166247903554,1,1500,0,"pre-processedmeals"
"1762","C2091",0.04,0,0.18,0.16,0.17,0,0.23,0.07,0.03,0.07,0.04,0.82,101556,19,0.1,0.9,0,0,0.35,0.13,0,0,0.15,0.38,17,0.886618562892481,10,10155.6,0.354331893363428,"chillednoodles"
"1763","C2092",1,0,0,0,0,0,0,0,0,0,0,0.09,4500,1,0,0,1,0,0,0,0,0,0,1,1,3.3166247903554,1,4500,0,"eggs"
"1764","C2093",0,0,1,0,0,0,0,0,0,0,0,0.09,2550,1,0,1,0,1,0,0,0,0,0,0,1,3.3166247903554,1,2550,0,"noodles"
"1765","C2094",0.03,0,0.22,0.27,0,0,0.2,0,0.19,0,0.09,0.55,109053,24,0,0.38,0.62,0.06,0.21,0.11,0.2,0.11,0.07,0.23,20,1.17169162503132,9,12117,0.610086794905506,"beans"
"1766","C2095",0.15,0.04,0.01,0.34,0.15,0,0.06,0,0,0.25,0,0.64,104233,24,0,0.41,0.59,0.21,0,0.71,0,0,0,0.08,16,1.28798115070198,13,8017.92307692308,0.802176922821778,"milk"
"1767","C2096",0.29,0.09,0.15,0.03,0.08,0,0,0.03,0.05,0.26,0.02,0.82,191840,27,0.56,0.39,0.05,0.01,0.44,0.14,0.06,0,0,0.35,16,1.10231977175313,12,15986.6666666667,0.891088935363538,"eggs"
"1768","C2097",0,0,0.4,0.47,0,0,0,0.13,0,0,0,0.27,14900,4,0.27,0.6,0.13,0.13,0,0,0,0.4,0,0.47,4,1.92065347703296,4,3725,0.639131055827934,"artificialpowders"
"1769","C2098",0,0,0,0,0,0,0.65,0,0,0.35,0,0.18,9915,2,0.35,0.65,0,0.35,0.65,0,0,0,0,0,2,2.33943031785711,2,4957.5,0.415777361000259,"importedbeef"
"1770","C2099",0.33,0,0.15,0,0.11,0,0.19,0,0,0.2,0.03,0.55,37590,11,0,0.64,0.36,0.07,0.17,0.25,0.12,0.28,0,0.11,9,1.2212787141253,9,4176.66666666667,0.689427655269705,"bakery"
"1771","C2103",0.06,0,0.17,0.18,0.12,0,0.14,0.06,0.04,0.18,0.05,0.82,161032,50,0.58,0.4,0.02,0.01,0.07,0.43,0.14,0,0.06,0.3,29,0.766414014875304,20,8051.6,0.842772764435779,"cooky/cakes"
"1772","C2104",0.47,0.09,0.19,0,0,0,0,0,0.11,0.13,0,0.45,35480,21,0,0.33,0.67,0.18,0,0.21,0.08,0.03,0.29,0.21,8,1.58162189382474,19,1867.36842105263,0.513211076133279,"fermentedmilk"
"1773","C2105",1,0,0,0,0,0,0,0,0,0,0,0.09,990,1,1,0,0,0,0,0,0,0,0,1,1,3.3166247903554,1,990,0,"fermentedmilk"
"1774","C2106",0,0,0.54,0.21,0.18,0,0,0.04,0,0.04,0,0.45,57470,9,0.44,0.36,0.21,0,0.27,0.34,0,0.23,0.16,0,9,1.83211354079068,6,9578.33333333333,0.371709957159592,"bottledfoods"
"1775","C2107",0.54,0.3,0,0,0,0,0,0,0,0,0.16,0.27,8080,3,1,0,0,0,0,0,0,1,0,0,3,1.9645171205439,1,8080,0,"beans"
"1776","C2108",0,0,0,1,0,0,0,0,0,0,0,0.09,11490,2,0,1,0,0.43,0,0,0.57,0,0,0,2,3.3166247903554,2,5745,0.185854001669571,"banana/importedfruits"
"1777","C2110",0,0.21,0,0,0,0,0,0,0,0.79,0,0.18,6100,2,0,0,1,0,0,0,0,0,1,0,2,2.63471745970005,1,6100,0,"cereals"
"1778","C2111",0,0,0,1,0,0,0,0,0,0,0,0.09,29700,2,0,0.33,0.67,0,1,0,0,0,0,0,2,3.3166247903554,1,29700,0,"pear/kiwi/grape"
"1779","C2112",0,0,0,0,0,0,0.43,0,0.57,0,0,0.18,17424,2,0,1,0,0,0,0,0.43,0,0,0.57,2,2.25,2,8712,0.192847303959967,"importedbeef"
"1780","C2114",0.09,0.13,0.12,0,0.11,0.08,0.02,0.09,0.17,0.18,0,0.82,93280,27,0.33,0.67,0,0.18,0.13,0.27,0.07,0.36,0,0,19,0.691367885909365,11,8480,0.618409538880643,"chilledseafood"
"1781","C2115",0.41,0,0.11,0,0.27,0,0.07,0.03,0.04,0.07,0.01,0.73,74711,26,0.56,0.44,0,0.02,0,0.37,0.38,0.05,0.04,0.14,14,1.43639704236286,17,4394.76470588235,0.75442892603067,"fermentedmilk"
"1782","C2116",0,0,0,0,0,0,0,0,1,0,0,0.09,3990,1,0,1,0,0,0,0,1,0,0,0,1,3.3166247903554,1,3990,0,"processeddriedfish"
"1783","C2117",0.37,0,0,0.63,0,0,0,0,0,0,0,0.18,9580,2,0,0,1,0,1,0,0,0,0,0,2,2.30861548510098,1,9580,0,"apple/sweetmelon"
"1784","C2118",0.01,0,0.39,0,0.34,0,0.14,0,0,0.12,0,0.45,98160,23,0.41,0.21,0.38,0.13,0.44,0.14,0.03,0.21,0.06,0,10,1.58811564173691,19,5166.31578947368,1.35161326091726,"instantfoods"
"1785","C2119",0.75,0.25,0,0,0,0,0,0,0,0,0,0.18,7260,2,0,1,0,0,0,0,0,0,1,0,2,2.55370236635776,1,7260,0,"harddrinks"
"1786","C2120",0.05,0,0.21,0.25,0.14,0,0,0.04,0,0.26,0.05,0.64,128312,28,0,0.8,0.2,0.19,0.07,0.13,0.23,0.33,0.05,0,19,1.15019439985191,12,10692.6666666667,0.770632886592057,"eidbleherbs"
"1787","C2121",0.09,0,0,0,0.66,0,0,0,0,0.25,0,0.27,11220,4,0,1,0,0,0,0,0,0,1,0,4,2.24930251054171,1,11220,0,"cooky/cakes"
"1788","C2123",0,0,0,1,0,0,0,0,0,0,0,0.09,3990,1,0,0,1,0,0,0,0,1,0,0,1,3.3166247903554,1,3990,0,"strawberry/peach/"
"1789","C2125",0,0,0,0,1,0,0,0,0,0,0,0.09,6950,1,1,0,0,0,0,0,1,0,0,0,1,3.3166247903554,1,6950,0,"kitchen/housedetergents"
"1790","C2126",0,0,0,0,0,0,1,0,0,0,0,0.09,27018,2,0,0.6,0.4,1,0,0,0,0,0,0,2,3.3166247903554,2,13509,0.269987177241855,"importedbeef"
"1791","C2128",0,0.33,0,0.29,0,0,0,0,0.38,0,0,0.27,26100,3,0,1,0,0.67,0,0.33,0,0,0,0,3,1.72890358821075,3,8700,0.144022575702778,"livefish"
"1792","C2129",0.11,0.07,0.07,0.12,0.13,0,0.11,0,0.13,0.11,0.14,0.82,88198,21,0.36,0.36,0.28,0.39,0.3,0,0,0.07,0,0.23,17,0.543515673827213,9,9799.77777777778,0.75286658330634,"eggs"
"1793","C2130",0.13,0,0,0.15,0,0,0.1,0,0.08,0.39,0.15,0.55,47524,13,0,0.61,0.39,0.34,0.31,0.18,0.15,0,0,0.02,11,1.29936947033717,12,3960.33333333333,0.619329585717825,"bakery"
"1794","C2131",0,1,0,0,0,0,0,0,0,0,0,0.09,2670,1,0,1,0,0,1,0,0,0,0,0,1,3.3166247903554,1,2670,0,"softdrinks"
"1795","C2132",0,0.69,0,0,0.18,0,0,0.13,0,0,0,0.27,55700,4,0,0.45,0.55,0,0,0.13,0,0.55,0.32,0,4,2.29586523271551,3,18566.6666666667,0.631456877415055,"coffee"
"1796","C2134",0.05,0,0,0.16,0.01,0.16,0.2,0.11,0.16,0.04,0.12,0.82,205097,31,0.52,0.46,0.02,0.22,0,0.14,0.36,0,0.24,0.03,23,0.797755593093276,13,15776.6923076923,1.25648860236051,"lattuce"
"1797","C2135",0.3,0.13,0,0,0,0,0,0,0,0.46,0.1,0.36,9950,6,0.5,0.5,0,0.24,0.62,0.14,0,0,0,0,6,1.71210052268929,4,2487.5,0.358779424372853,"candy-gum"
"1798","C2136",0,0.28,0,0,0,0,0.72,0,0,0,0,0.18,28900,2,0,1,0,0.72,0,0,0,0.28,0,0,2,2.48327632267619,2,14450,0.634194040427519,"koreanchicken"
"1799","C2137",0,0,0,1,0,0,0,0,0,0,0,0.09,3990,1,0,1,0,0,0,1,0,0,0,0,1,3.3166247903554,1,3990,0,"banana/importedfruits"
"1800","C2138",0.1,0.12,0,0.23,0,0,0.33,0,0,0,0.22,0.45,38998,8,0,0,1,0,0.04,0.76,0.2,0,0,0,7,1.32014380969521,3,12999.3333333333,1.12892296037777,"softdrinks"
"1801","C2139",0,0,0,0.66,0,0,0,0,0,0,0.34,0.18,28802,6,0,1,0,0,0.34,0,0,0.66,0,0,5,2.35741271709569,2,14401,0.442794872074181,"fruitvegetables"
"1802","C2140",0,0.16,0,0,0,0,0,0,0,0,0.84,0.18,9244,3,0,1,0,0,0,0,0,0,0,1,3,2.79275049147361,1,9244,0,"beans"
"1803","C2141",0,0,0,0,0.06,0,0.47,0,0.32,0,0.15,0.36,17050,4,1,0,0,1,0,0,0,0,0,0,4,1.76801740260103,2,8525,0.986216965197425,"chilledseafood"
"1804","C2142",0,0,0,0.02,0,0,0.08,0.16,0.35,0.38,0,0.45,94740,7,0.15,0.85,0,0,0,0,0.23,0.16,0.32,0.29,6,1.60124287617463,6,15790,0.523193175987932,"otherlivefish"
"1805","C2143",0,0,0,0,0,0,0,0,0,1,0,0.09,17400,3,0.24,0.76,0,0,0.76,0.24,0,0,0,0,2,3.3166247903554,2,8700,0.731489773641256,"candy-gum"
"1806","C2144",0.25,0.04,0.4,0.1,0,0,0.13,0,0,0.04,0.04,0.64,179873,36,0.03,0.24,0.73,0.1,0.11,0,0.07,0.58,0.07,0.08,22,1.41998385472538,21,8565.38095238095,1.19960700031253,"milk"
"1807","C2145",0.42,0,0,0.18,0,0,0,0.25,0,0,0.14,0.36,7070,4,0,0.42,0.58,0.42,0.58,0,0,0,0,0,4,1.57629032120843,2,3535,0.218032925457804,"fermentedmilk"
"1808","C2146",0,0.06,0.4,0.08,0,0,0.19,0,0.11,0.16,0,0.55,37540,7,0.25,0.36,0.4,0,0,0,0,0.5,0.5,0,7,1.35441043299854,6,6256.66666666667,0.782645604495097,"cooky/cakes"
"1809","C2147",0,0,0,0,1,0,0,0,0,0,0,0.09,2050,1,0,1,0,0,1,0,0,0,0,0,1,3.3166247903554,1,2050,0,"chilledagriculturalproducts"
"1810","C2148",0,0,0.15,0.51,0,0,0,0,0,0.34,0,0.27,9690,4,0,0,1,0.65,0,0.35,0,0,0,0,3,1.9390274104487,2,4845,0.421782992286713,"snacks"
"1811","C2150",0.43,0,0,0,0.57,0,0,0,0,0,0,0.18,6990,2,0.43,0.57,0,0,0,0,0,0,0,1,2,2.25196777037486,2,3495,0.200296341451983,"chilleddairymilks"
"1812","C2151",0,0.09,0.09,0,0,0,0,0.56,0,0.25,0,0.36,34530,7,0,0.93,0.07,0.71,0,0,0,0.16,0.13,0,6,1.93202406537628,5,6906,1.0285210370363,"snacks"
"1813","C2152",0.22,0,0,0.24,0,0,0,0,0.14,0,0.41,0.36,29450,7,0.05,0.71,0.24,0.1,0.05,0.17,0.37,0.31,0,0,5,1.54815048977077,7,4207.14285714286,0.531494502894865,"fermentedmilk"
"1814","C2153",0,0,0,0,0,0,0,0.36,0,0,0.64,0.18,9760,4,0.51,0.49,0,0.51,0,0,0.13,0,0.36,0,4,2.33256212880211,3,3253.33333333333,0.570599220561368,"beans"
"1815","C2154",0,0,0,0,0.85,0,0,0,0,0.04,0.1,0.27,22250,4,0,0.9,0.1,0,0,0,0.1,0,0.9,0,4,2.80281566726904,2,11125,1.12437923228674,"dentalproducts"
"1816","C2155",0.06,0.11,0.02,0.39,0.04,0,0.1,0,0,0.14,0.14,0.73,108537,30,0.03,0.58,0.38,0.29,0.12,0.1,0.13,0.23,0.13,0,19,1.22955881387961,16,6783.5625,0.654455056199259,"banana/importedfruits"
"1817","C2156",0,0,0,0,0,0,0,0,1,0,0,0.09,9900,1,1,0,0,0,1,0,0,0,0,0,1,3.3166247903554,1,9900,0,"otherseafoods"
"1818","C2158",0.89,0,0,0,0,0,0,0.11,0,0,0,0.18,28100,4,0.81,0.19,0,0.19,0,0,0,0.81,0,0,3,2.94940311955947,2,14050,0.878724868293033,"cheese/butter"
"1819","C2159",0.11,0.03,0.28,0.04,0,0,0.27,0.05,0,0.09,0.13,0.73,27130,9,0,0.89,0.11,0.09,0,0.69,0,0.11,0,0.11,9,1.10478068233516,4,6782.5,1.16115305826931,"bakery"
"1820","C2160",0,0,0,1,0,0,0,0,0,0,0,0.09,7990,1,0,1,0,0,0,1,0,0,0,0,1,3.3166247903554,1,7990,0,"pear/kiwi/grape"
"1821","C2161",0,0,0.71,0,0,0,0,0,0.29,0,0,0.18,16990,2,0,0,1,0.29,0,0.71,0,0,0,0,2,2.44538805784257,2,8495,0.58349835622339,"otherreadymadefoods"
"1822","C2162",0,0.62,0,0,0,0,0,0,0.38,0,0,0.18,26140,4,0,0,1,0,0,0.7,0.26,0,0.04,0,3,2.29865087899046,4,6535,0.601007184898895,"harddrinks"
"1823","C2163",0,0,0.69,0,0.19,0,0,0,0,0,0.12,0.27,15470,4,0.32,0.12,0.56,0,0.32,0,0,0.56,0,0.12,4,2.2984313495173,3,5156.66666666667,0.668725745756294,"beans"
"1824","C2165",0.09,0,0.57,0,0.26,0,0,0,0,0.08,0,0.36,50430,14,0,0.41,0.59,0,0.18,0.13,0.08,0.06,0.44,0.1,6,1.96211947237595,10,5043,0.50611478043814,"ramen"
"1825","C2166",0.19,0.11,0.19,0,0.08,0,0,0,0,0.43,0,0.45,47010,19,0,0.72,0.28,0.46,0.11,0.05,0.21,0,0,0.18,12,1.48914889781672,8,5876.25,0.813979801057569,"cooky/cakes"
"1826","C2167",0,0,0,0,0,0,0.73,0.18,0,0,0.09,0.27,10970,3,0,1,0,0,0,0,0,1,0,0,3,2.41157636494911,1,10970,0,"eidbleherbs"
"1827","C2168",0.13,0,0,0.24,0,0.15,0.06,0.03,0.11,0.15,0.13,0.73,107990,20,0,0.6,0.4,0.24,0.06,0.02,0.21,0.2,0.28,0,17,0.853117905647737,14,7713.57142857143,0.975344011711882,"beans"
"1828","C2169",0.16,0.21,0.06,0.02,0.11,0,0.08,0.09,0.05,0.17,0.04,0.91,188950,58,0.01,0.62,0.37,0.14,0.11,0.2,0.27,0.15,0.05,0.08,30,0.733327165136578,25,7558,0.883069123541686,"milk"
"1829","C2170",0,0.9,0.1,0,0,0,0,0,0,0,0,0.18,9690,3,0,0,1,0.9,0,0,0.1,0,0,0,2,2.96313297091542,3,3230,0.60078673734832,"harddrinks"
"1830","C2171",0.05,0,0.15,0,0,0,0.35,0.16,0,0.28,0,0.45,28710,7,0.66,0.34,0,0,0.34,0,0,0.66,0,0,5,1.41342445016561,2,14355,0.438893864184754,"chilledlivestock"
"1831","C2172",0.28,0.21,0.04,0.04,0,0,0.39,0,0,0,0.03,0.55,134680,35,0,0.16,0.84,0.09,0.24,0.14,0.15,0.08,0.17,0.11,7,1.51467518081024,29,4644.13793103448,0.905290545934196,"harddrinks"
"1832","C2173",0,0,0,0.59,0.41,0,0,0,0,0,0,0.18,11840,2,0.41,0.59,0,0,0,0.59,0.41,0,0,0,2,2.26884158236476,2,5920,0.255609545901894,"apple/sweetmelon"
"1833","C2175",0.1,0,0,0.28,0.08,0,0.36,0,0,0.11,0.06,0.55,35330,7,0,0.72,0.28,0,0.28,0.18,0,0,0,0.54,7,1.36640558509684,3,11776.6666666667,0.552503793273434,"beans"
"1834","C2178",0,0,0,0,0,0,0,0,1,0,0,0.09,10000,1,0,1,0,0,0,0,1,0,0,0,1,3.3166247903554,1,10000,0,"otherlivefish"
"1835","C2179",0,0.05,0.15,0,0,0,0.68,0,0,0.12,0,0.36,19076,4,1,0,0,1,0,0,0,0,0,0,4,2.22446889831879,1,19076,0,"koreanpork"
"1836","C2180",0.29,0.33,0.1,0,0.21,0,0,0,0,0.07,0,0.45,14610,9,0.43,0.14,0.43,0,0,0,0.21,0,0.73,0.07,7,1.39943405776032,6,2435,0.839526910884776,"softdrinks"
"1837","C2182",0.11,0.13,0.02,0.03,0.05,0,0.27,0.01,0.06,0.2,0.12,0.91,271991,32,0.23,0.23,0.54,0.37,0.11,0.13,0.03,0.01,0.27,0.08,21,0.936407685869023,11,24726.4545454545,1.14091934771681,"koreanbeef"
"1838","C2183",0.04,0.02,0.12,0.01,0.1,0,0.26,0.02,0.2,0.18,0.06,0.91,262665,56,0,0.22,0.78,0.06,0.07,0.33,0.1,0.27,0.13,0.03,36,0.967726967492405,42,6253.92857142857,1.18845204485109,"otherlivefish"
"1839","C2184",1,0,0,0,0,0,0,0,0,0,0,0.09,4380,1,0,1,0,0,0,0,0,1,0,0,1,3.3166247903554,1,4380,0,"cheese/butter"
"1840","C2185",0.01,0,0,0,0,0,0,0,0,0.99,0,0.18,40500,2,0,1,0,0,0,0.01,0.99,0,0,0,2,3.26294236341082,2,20250,1.37231093830278,"chinesecabbages"
"1841","C2186",0,0.01,0.21,0.08,0.37,0,0.05,0.01,0.11,0.12,0.04,0.82,178634,40,0,0.07,0.93,0.1,0.06,0.41,0.12,0.04,0,0.27,21,1.23278556950199,22,8119.72727272727,1.76975063877922,"snacks"
"1842","C2187",0.37,0,0,0.42,0,0,0,0,0.21,0,0,0.27,9390,3,0,1,0,1,0,0,0,0,0,0,3,1.79998990607578,1,9390,0,"banana/importedfruits"
"1843","C2188",0,0,0,0,0.23,0,0.48,0.05,0.21,0,0.04,0.45,33260,5,0,0.48,0.52,0.05,0,0.44,0.04,0.48,0,0,5,1.70039746666919,4,8315,0.964763097113126,"artificialpowders"
"1844","C2189",0,0,0,0,0,0,0,0,0,0,1,0.09,790,1,0,1,0,0,0,0,1,0,0,0,1,3.3166247903554,1,790,0,"mushrooms"
"1845","C2190",0.23,0.04,0.17,0,0,0,0,0,0.06,0.5,0,0.45,34410,18,0,0.58,0.42,0.23,0.1,0.43,0.03,0.03,0.03,0.14,11,1.71413743707066,12,2867.5,0.697777732639037,"chilleddairymilks"
"1846","C2191",0.19,0.01,0.11,0.18,0,0,0.06,0,0,0.14,0.31,0.64,87580,39,0.11,0.37,0.51,0.07,0.08,0.18,0.39,0.24,0,0.03,19,1.13899879681205,25,3503.2,0.781108987261137,"fruitvegetables"
"1847","C2194",0,0,0,0,0,0,0.49,0,0,0.51,0,0.18,4030,2,0,0,1,0,0,0,0,1,0,0,2,2.22526972070287,1,4030,0,"candy-gum"
"1848","C2196",0,0,0,0,0,0,0.56,0,0,0,0.44,0.18,23390,5,0.12,0.8,0.09,0.65,0.11,0.24,0,0,0,0,3,2.24495487687174,5,4678,1.01117619337208,"lattuce"
"1849","C2198",0,0,0,0.5,0.23,0,0,0,0.04,0.18,0.05,0.45,57360,12,0,0.37,0.63,0,0.35,0.22,0.1,0.2,0,0.13,11,1.73661169738846,8,7170,0.817835730198707,"banana/importedfruits"
"1850","C2199",0.35,0.04,0,0,0,0,0,0,0,0.6,0,0.27,11820,4,0,0,1,0,0.04,0,0.01,0.96,0,0,4,2.1996715150108,3,3940,1.62055986627855,"cereals"
"1851","C2200",0.44,0,0,0.37,0,0,0,0,0,0,0.19,0.27,10630,4,0.14,0.86,0,0,0,0.19,0,0.14,0.3,0.37,4,1.82911214866106,4,2657.5,0.424632678016139,"fermentedmilk"
"1852","C2201",0.25,0.02,0.18,0,0,0,0.44,0,0.05,0,0.07,0.55,54787,14,0.3,0.3,0.4,0.07,0.27,0.05,0,0.15,0.45,0,13,1.56051439788657,7,7826.71428571429,0.734925993101652,"ramen"
"1853","C2202",0.07,0,0.1,0.31,0.02,0,0,0.03,0.14,0.26,0.07,0.73,97190,21,0.09,0.69,0.23,0.22,0,0.34,0.1,0,0,0.34,15,1.16687503714611,13,7476.15384615385,1.00233626289436,"cooky/cakes"
"1854","C2203",0.07,0.63,0.28,0,0,0,0,0,0,0.02,0,0.36,48910,19,0,1,0,0,0.19,0.4,0.09,0.16,0.04,0.11,7,2.17529046341672,14,3493.57142857143,1.29653567164513,"softdrinks"
"1855","C2204",0,0,0.23,0,0,0,0,0,0.77,0,0,0.18,19554,2,0,1,0,0,0,0,0,0,1,0,2,2.58390596219188,1,19554,0,"otherlivefish"
"1856","C2205",0.37,0,0.05,0.18,0.02,0,0.09,0,0.15,0.05,0.09,0.73,54780,14,0.04,0.44,0.52,0.12,0.15,0.05,0.18,0.01,0.36,0.14,11,1.21917154328156,14,3912.85714285714,0.745229951411977,"eggs"
"1857","C2206",0,0,0,0,0,0,0,0,0,1,0,0.09,1990,1,1,0,0,0,0,1,0,0,0,0,1,3.3166247903554,1,1990,0,"snacks"
"1858","C2207",0.39,0.34,0,0.12,0.08,0,0,0.06,0,0,0,0.45,43170,13,0,0.08,0.92,0.24,0.41,0,0,0.15,0.02,0.18,7,1.58360202340661,11,3924.54545454545,0.540387462196532,"harddrinks"
"1859","C2208",0.05,0.13,0.16,0.38,0,0,0.19,0,0,0,0.09,0.55,42496,12,0.42,0.18,0.4,0.03,0.36,0.16,0,0.23,0,0.21,9,1.30673578441227,8,5312,0.735269761474178,"mushrooms"
"1860","C2209",0,0,0,0,0,0,0,0,0,0,1,0.09,3990,1,0,1,0,0,0,0,0,0,1,0,1,3.3166247903554,1,3990,0,"lattuce"
"1861","C2211",0.01,0.11,0.38,0.01,0.09,0.1,0.03,0,0.03,0.24,0,0.91,189630,36,0.13,0.84,0.03,0.02,0.08,0.06,0.01,0.51,0.15,0.18,20,1.3190828980802,24,7901.25,1.63900746819957,"snacks"
"1862","C2212",0.02,0,0.02,0.28,0.18,0,0.28,0.07,0,0.05,0.1,0.73,81210,16,0.18,0.35,0.47,0.11,0,0.1,0.11,0.48,0.18,0.02,15,1.20193641070762,12,6767.5,0.907920227479369,"laundrydetergent"
"1863","C2214",0.16,0.71,0,0,0,0,0,0,0,0.13,0,0.27,7700,3,0,0.29,0.71,0,0,0.71,0,0,0.29,0,3,2.36038737740833,2,3850,0.606091526731326,"fermentedmilk"
"1864","C2215",0,0,0,0.38,0.1,0,0.45,0,0,0,0.07,0.36,44277,7,0,0,1,0.98,0,0,0,0,0,0.02,7,1.81712859686808,3,14759,0.827740940763846,"banana/importedfruits"
"1865","C2216",0,0.06,0.36,0,0,0,0.31,0,0.06,0.18,0.03,0.55,30822,12,0.31,0.44,0.25,0.15,0.1,0.03,0,0.35,0.23,0.14,10,1.44799600512844,11,2802,0.933018653381961,"bread"
"1866","C2217",0,0,0,0.24,0.12,0,0.09,0,0.46,0.06,0.03,0.55,33270,8,0.03,0.72,0.25,0.3,0.28,0,0.3,0,0.12,0,8,1.58447735645594,5,6654,0.599787698603792,"bakery"
"1867","C2218",0.12,0.04,0.09,0.03,0.11,0,0.41,0.01,0.02,0.03,0.13,1,440038,77,0.14,0.68,0.18,0.17,0.14,0.09,0.38,0,0.08,0.15,32,1.28179795881375,29,15173.724137931,0.739924862942409,"beans"
"1868","C2219",0.06,0,0.09,0.44,0,0,0.09,0.09,0.08,0.05,0.09,0.73,77710,18,0.03,0.62,0.35,0.28,0.06,0,0.27,0.35,0,0.04,14,1.33533427798155,11,7064.54545454545,0.70011939653828,"milk"
"1869","C2220",0.26,0.04,0.11,0,0.07,0,0,0,0.06,0.46,0,0.55,36470,9,0.35,0,0.65,0.07,0.35,0,0,0.58,0,0,9,1.6032920019306,3,12156.6666666667,0.765973344638437,"chillednoodles"
"1870","C2221",0.14,0.62,0,0,0,0,0,0,0,0,0.23,0.27,34133,6,0,1,0,0,0.05,0.57,0,0.14,0,0.23,4,2.12357859942496,4,8533.25,0.907585680326824,"harddrinks"
