"","custid","ct_dairy","ct_drink","ct_fastfood","ct_fruite","ct_house_prod","ct_makeup","ct_meat","ct_sauce","ct_seafood","ct_snack","ct_vegetable","coverage","g_paid","buyed_prod_num","hf_6-11","hf_12-17","hf_18-23","wdf_Sun","wdf_Mon","wdf_Tue","wdf_Wed","wdf_Thu","wdf_Fri","wdf_Sat","purchase","ct_cov","vdays","day_mean_amt","daycov","top_prod"
"1614","C1909",0,1,0,0,0,0,0,0,0,0,0,0.09,6180,1,0,0,1,0,0,0,0,0,0,1,1,3.3166247903554,1,6180,0,"harddrinks"
"1615","C1910",1,0,0,0,0,0,0,0,0,0,0,0.09,4100,1,0,0,1,0,0,0,0,1,0,0,1,3.3166247903554,1,4100,0,"fermentedmilk"
"1616","C1911",0,0,0,0,0,0,0,0,0,1,0,0.09,2600,1,0,1,0,0,0,1,0,0,0,0,1,3.3166247903554,1,2600,0,"cooky/cakes"
"1617","C1912",0,0,0.14,0,0,0,0.41,0,0.33,0,0.12,0.36,24513,5,0.14,0.86,0,0.15,0,0.26,0,0.33,0.26,0,4,1.63277647725076,5,4902.6,0.445728033759287,"koreanpork"
"1618","C1913",0,1,0,0,0,0,0,0,0,0,0,0.09,3900,1,0,1,0,0,0,0,1,0,0,0,1,3.3166247903554,1,3900,0,"softdrinks"
"1619","C1914",0,0.66,0.34,0,0,0,0,0,0,0,0,0.18,37930,5,0,0.34,0.66,0.17,0,0.26,0.22,0,0,0.34,3,2.35595357924146,4,9482.5,0.287229538821632,"harddrinks"
"1620","C1915",0,0,0,0,1,0,0,0,0,0,0,0.09,9090,1,1,0,0,0,0,0,0,0,1,0,1,3.3166247903554,1,9090,0,"kitchen/housedetergents"
"1621","C1919",0.1,0.21,0.17,0,0,0,0.24,0.06,0,0.17,0.05,0.64,43437,12,0.17,0.7,0.13,0.25,0.17,0.08,0,0.05,0,0.45,11,1.00256253098318,6,7239.5,0.580993889767112,"rootvegetables"
"1622","C1921",0,0.76,0,0,0,0,0,0,0,0.17,0.07,0.27,27390,4,0,0.76,0.24,0.11,0,0,0,0.76,0,0.13,4,2.5194554338136,3,9130,1.11679169281556,"candy-gum"
"1623","C1923",0.11,0.04,0.06,0.21,0.1,0,0.08,0.04,0.14,0.12,0.09,0.91,371461,59,0.23,0.77,0,0.06,0.18,0.23,0.18,0.21,0,0.14,33,0.627702386221223,30,12382.0333333333,0.715555674388687,"snacks"
"1624","C1924",0.21,0.04,0.15,0.14,0.1,0,0.11,0.01,0.04,0.16,0.04,0.91,192862,41,0.14,0.43,0.43,0.08,0.02,0.05,0.03,0.38,0.44,0,28,0.759008791290354,20,9643.1,0.820378218440566,"milk"
"1625","C1925",0,0,0,1,0,0,0,0,0,0,0,0.09,9900,1,0,1,0,0,0,0,0,0,1,0,1,3.3166247903554,1,9900,0,"pear/kiwi/grape"
"1626","C1926",0,0.07,0.09,0,0.22,0,0.06,0,0.12,0.36,0.08,0.64,202690,32,0.64,0.36,0,0.05,0.06,0.67,0.07,0.01,0,0.15,17,1.22810098742104,20,10134.5,1.90826752070744,"beans"
"1627","C1927",0.32,0.1,0,0,0,0,0,0,0,0.48,0.1,0.36,14500,8,0.41,0.17,0.42,0.49,0.51,0,0,0,0,0,5,1.76770282285139,6,2416.66666666667,0.827580689636782,"cooky/cakes"
"1628","C1928",0.3,0.04,0.05,0.05,0.09,0,0.23,0,0.04,0.09,0.11,0.82,91393,26,0,0.42,0.58,0.11,0.03,0.23,0.32,0.07,0.06,0.18,18,1.02273288826041,11,8308.45454545455,0.535354340865815,"fermentedmilk"
"1629","C1930",0.14,0.06,0,0,0.3,0,0.13,0.09,0,0.27,0,0.55,88080,24,0,0.33,0.67,0.13,0.11,0.52,0.11,0,0.02,0.1,12,1.22399149680359,12,7340,0.842745898670371,"bread"
"1630","C1931",0.23,0,0,0.63,0,0,0,0,0,0,0.15,0.27,30240,7,0,0.3,0.7,0,0.23,0.27,0,0,0,0.5,7,2.13142408233901,4,7560,0.172513009116792,"banana/importedfruits"
"1631","C1932",0.13,0.03,0.04,0.08,0.26,0,0,0.16,0.12,0.12,0.07,0.82,65101,17,0,0.4,0.6,0.04,0.37,0.09,0.18,0.15,0.11,0.07,14,0.847204976951502,11,5918.27272727273,1.11360099887431,"kitchen/housedetergents"
"1632","C1933",0,0,0,0.01,0,0,0.92,0.02,0,0,0.05,0.36,112790,13,0,0,1,0.16,0,0.16,0,0.12,0.15,0.4,7,3.02069314281035,9,12532.2222222222,0.933285888998427,"koreanpork"
"1633","C1935",0.14,0,0.25,0.09,0,0,0.19,0.1,0,0.12,0.1,0.64,32075,12,0.2,0.21,0.59,0.43,0,0,0.36,0.21,0,0,9,0.931384989713295,4,8018.75,0.289910070840285,"bakery"
"1634","C1936",0.52,0,0.48,0,0,0,0,0,0,0,0,0.18,7320,2,0,1,0,0,1,0,0,0,0,0,2,2.22814567816563,1,7320,0,"milk"
"1635","C1938",0.21,0,0.36,0,0.1,0,0.33,0,0,0,0,0.36,24300,6,0,1,0,0,0.45,0.33,0,0,0,0.22,6,1.55407512238633,3,8100,0.352665293193156,"chinesecabbages"
"1636","C1939",0,0,0,0,0,0,0.44,0,0,0.56,0,0.18,2850,2,0,1,0,0,0,0,0,0,0,1,2,2.24527135543257,1,2850,0,"chilledlivestock"
"1637","C1941",0.08,0.13,0,0.47,0.1,0,0.1,0.04,0,0.07,0.01,0.73,50410,14,0,0.51,0.49,0.16,0.42,0.06,0,0.01,0.2,0.16,11,1.48600060990956,7,7201.42857142857,0.949413361762718,"banana/importedfruits"
"1638","C1942",0,0,1,0,0,0,0,0,0,0,0,0.09,13890,3,0,0.78,0.22,0,1,0,0,0,0,0,3,3.3166247903554,2,6945,0.803322174738929,"noodles"
"1639","C1943",0,0.45,0,0.38,0,0,0,0,0.11,0.07,0,0.36,15900,6,0,0,1,0.43,0.11,0,0.27,0,0,0.19,4,1.80085193152709,4,3975,0.555185035258159,"banana/importedfruits"
"1640","C1944",0.1,0.03,0.08,0.38,0.1,0,0.11,0.02,0.05,0.04,0.08,1,516316,128,0.58,0.31,0.11,0.15,0.18,0.05,0.27,0.03,0,0.32,45,1.1112046950729,53,9741.81132075472,0.806541689794456,"fruitvegetables"
"1641","C1945",0.07,0.13,0.05,0.19,0,0,0,0,0.44,0.08,0.03,0.64,60730,10,0,0.9,0.1,0,0.03,0,0,0.25,0.55,0.16,9,1.4556515204764,5,12146,0.795983306400799,"harddrinks"
"1642","C1946",0,0,0,0,0.85,0,0,0,0,0,0.15,0.18,3222,2,0,0,1,1,0,0,0,0,0,0,2,2.82386412303663,1,3222,0,"kitchen/housedetergents"
"1643","C1949",0,0,0,1,0,0,0,0,0,0,0,0.09,10000,1,1,0,0,0,0,0,0,0,0,1,1,3.3166247903554,1,10000,0,"pear/kiwi/grape"
"1644","C1950",0.22,0.58,0,0,0,0,0,0,0.2,0,0,0.27,9840,4,0,0.78,0.22,0,0.13,0,0.58,0,0,0.29,3,2.00816273919332,4,2460,0.898493535804208,"milk"
"1645","C1951",0.16,0.04,0.14,0.38,0,0,0.18,0,0,0.03,0.08,0.64,82675,12,0,0.46,0.54,0.26,0.18,0,0,0,0,0.56,11,1.30273069136838,5,16535,0.382587176253733,"mandarinorange/watermelonandotherfruits"
"1646","C1952",0,0,0,0,0,0,1,0,0,0,0,0.09,4850,1,0,1,0,0,0,0,0,0,0,1,1,3.3166247903554,1,4850,0,"chilledlivestock"
"1647","C1953",0,0,0.15,0,0,0,0,0.81,0,0,0.04,0.27,24690,4,1,0,0,0.58,0.19,0,0,0,0,0.22,4,2.65830054311851,3,8230,0.650687289624294,"bottledfoods"
"1648","C1954",0.03,0,0,0.04,0.47,0,0.34,0,0.12,0,0,0.45,40830,7,0.15,0.85,0,0,0,0,0.85,0.12,0.03,0,7,1.77492524121325,4,10207.5,0.836255483361417,"fermentedmilk"
"1649","C1955",0,0,0,0,0,0,0,0,1,0,0,0.09,6980,1,1,0,0,0,1,0,0,0,0,0,1,3.3166247903554,1,6980,0,"livefish"
"1650","C1957",0.39,0.03,0.15,0.34,0,0,0,0,0,0.09,0,0.45,40560,12,0.76,0.24,0,0.13,0.05,0,0.44,0,0.18,0.2,7,1.5970477048502,8,5070,1.02725992268465,"fermentedmilk"
"1651","C1958",0,0,0,0,0,0,0,1,0,0,0,0.09,3900,1,0,0,1,0,0,0,1,0,0,0,1,3.3166247903554,1,3900,0,"soysaucesandpastes"
"1652","C1959",0,0.15,0.3,0,0.16,0,0.16,0.09,0,0.13,0.01,0.64,102400,14,0.33,0.31,0.36,0,0.16,0.06,0.56,0.09,0.1,0.03,13,1.09141909133686,8,12800,0.708619036503458,"chillednoodles"
"1653","C1960",0,0,0,1,0,0,0,0,0,0,0,0.09,4990,1,1,0,0,0,0,0,0,0,1,0,1,3.3166247903554,1,4990,0,"dryfruits"
"1654","C1961",0.33,0,0,0.67,0,0,0,0,0,0,0,0.18,13385,3,0,0,1,0,0.22,0.33,0.45,0,0,0,3,2.37905447779605,3,4461.66666666667,0.335850275454933,"fermentedmilk"
"1655","C1962",0,0,0,0.44,0.42,0,0.06,0,0,0.03,0.06,0.45,61070,9,0.14,0,0.86,0,0.16,0,0.09,0.28,0.47,0,8,1.85201598846176,5,12214,0.511002494006887,"mandarinorange/watermelonandotherfruits"
"1656","C1963",0,1,0,0,0,0,0,0,0,0,0,0.09,8000,1,0,1,0,1,0,0,0,0,0,0,1,3.3166247903554,1,8000,0,"harddrinks"
"1657","C1964",0.06,0,0,0.09,0.21,0,0.42,0.05,0.02,0.09,0.06,0.73,265533,30,0.05,0.76,0.19,0.04,0.11,0.42,0.09,0.01,0.09,0.25,22,1.36130131020367,12,22127.75,0.831451717780292,"fruitvegetables"
"1658","C1965",0.17,0.07,0.05,0.1,0.05,0,0.22,0.12,0,0.15,0.09,0.82,72509,21,0.12,0.48,0.4,0.03,0.04,0.13,0.02,0.12,0.28,0.38,17,0.742530063617887,13,5577.61538461538,0.844784010908397,"candy-gum"
"1659","C1966",0,0.9,0,0,0,0,0,0,0,0.1,0,0.18,28800,2,0,1,0,0,0,0,0.1,0.9,0,0,2,2.95664564535932,2,14400,1.1195857368787,"cooky/cakes"
"1660","C1967",0.01,0.02,0.14,0.01,0.2,0.03,0,0.05,0.27,0.13,0.15,0.91,146570,28,0,0.28,0.72,0.24,0.33,0.05,0.26,0.12,0,0,21,0.994774372506725,8,18321.25,0.499893052506584,"softdrinks"
"1661","C1968",0,0,0,0.76,0,0,0,0,0,0.24,0,0.18,5240,2,1,0,0,0,0.24,0,0,0,0,0.76,2,2.56986818929361,2,2620,0.739493351317229,"candy-gum"
"1662","C1970",0,0,0.21,0,0.16,0,0.54,0,0,0,0.09,0.36,21462,5,0.91,0.09,0,0,0,0,0,0.09,0,0.91,5,1.83358063468642,2,10731,1.15722759213476,"beans"
"1663","C1971",0.23,0,0,0,0.18,0,0.26,0,0,0.2,0.12,0.45,21840,5,0,1,0,0.88,0.12,0,0,0,0,0,5,1.20711403030477,3,7280,0.901434916243899,"chilledlivestock"
"1664","C1972",0,0.12,0.12,0.21,0,0,0,0,0.53,0.02,0,0.45,41358,7,0,0.08,0.92,0,0.92,0,0,0.08,0,0,7,1.78479696479543,3,13786,1.13425657870205,"banana/importedfruits"
"1665","C1973",0.45,0,0,0,0,0,0,0,0,0.55,0,0.18,3740,3,0,0,1,0,0,0.37,0,0,0.63,0,3,2.23742158819517,3,1246.66666666667,0.424931845939844,"bread"
"1666","C1974",0.18,0,0.13,0.24,0.05,0,0.09,0.02,0,0.17,0.12,0.73,59230,16,0.26,0.74,0,0.24,0,0.39,0.09,0.28,0,0,13,0.911306125419554,7,8461.42857142857,0.981987850578578,"banana/importedfruits"
"1667","C1975",0,0,0,0.41,0,0,0.18,0,0.41,0,0,0.27,48870,5,0,1,0,0.18,0,0,0.24,0.16,0,0.41,4,1.82711620610263,4,12217.5,0.445915645116673,"tomato/plum/melon"
"1668","C1976",0.22,0.14,0,0.27,0.2,0,0,0,0,0,0.18,0.45,111987,19,0.57,0.38,0.04,0.12,0.22,0,0.27,0.07,0.1,0.21,12,1.19645383752223,14,7999.07142857143,0.637102173103696,"eggs"
"1669","C1977",0.23,0,0.19,0.15,0,0,0.29,0,0,0.01,0.13,0.55,101073,33,0.13,0.38,0.49,0.2,0.04,0.21,0.06,0.3,0.07,0.13,19,1.20585162314699,26,3887.42307692308,0.865302646146644,"fermentedmilk"
"1670","C1978",0.09,0.18,0.11,0.02,0,0,0.12,0.09,0.24,0.05,0.1,0.82,64320,16,0.16,0.27,0.56,0,0,0,0.16,0.82,0.02,0,15,0.82570954477707,6,10720,0.790405393177902,"ramen"
"1671","C1979",0,0,0,0,0,0,0.22,0,0.78,0,0,0.18,17654,2,0,1,0,0,0,1,0,0,0,0,2,2.62112314657164,2,8827,0.79674680476735,"importedbeef"
"1672","C1980",0.32,0.12,0,0.36,0.16,0,0,0,0,0,0.05,0.45,75190,8,0,0.39,0.61,0,0,0.63,0.37,0,0,0,7,1.46832752723417,3,25063.3333333333,0.260057840153619,"icecream"
"1673","C1981",1,0,0,0,0,0,0,0,0,0,0,0.09,1700,2,0,1,0,0,0,0,0,1,0,0,1,3.3166247903554,2,850,0.0831890330807703,"icecream"
"1674","C1982",0.09,0,0.19,0.24,0.1,0,0.03,0.04,0.14,0.03,0.16,0.82,299880,60,0.21,0.6,0.19,0.02,0.24,0.04,0.1,0.24,0.31,0.05,29,0.885507783052883,17,17640,0.875718232997556,"milk"
"1675","C1983",0,0,0,0,0,0,0.48,0,0.15,0,0.37,0.27,8340,4,0,1,0,0,0,0,0,1,0,0,4,1.89665752788341,1,8340,0,"beans"
"1676","C1984",0.19,0,0,0,0,0,0,0,0,0.81,0,0.18,3870,2,0,0.81,0.19,0,0,0,0.19,0.81,0,0,2,2.68681544303407,2,1935,0.866068770755616,"chilleddairymilks"
"1677","C1985",0,0,0,0,0,0,0,0,0,0,1,0.09,6000,2,0,1,0,0,0.5,0,0,0,0,0.5,1,3.3166247903554,2,3000,0,"othervegetables"
"1678","C1986",0.38,0.2,0,0,0,0,0,0,0.11,0.2,0.11,0.45,18640,7,0.31,0,0.69,0,0.11,0,0,0.2,0,0.69,6,1.38711986143029,3,6213.33333333333,0.934925617677482,"cooky/cakes"
"1679","C1987",0.19,0,0.05,0.15,0,0,0.15,0,0.28,0,0.19,0.55,43221,12,0.47,0.47,0.05,0.41,0,0,0.19,0.35,0,0.05,9,1.11903195290649,7,6174.42857142857,0.86709798478838,"cheese/butter"
"1680","C1988",0,0.47,0,0,0,0,0,0,0.53,0,0,0.18,14390,3,0,1,0,0.33,0,0,0,0,0,0.67,2,2.22895362282555,2,7195,0.470749337301399,"harddrinks"
"1681","C1989",0,0,0.48,0,0,0,0,0,0,0,0.52,0.18,7638,2,0,1,0,0,0,0,1,0,0,0,2,2.22758381441781,2,3819,0.0633229953301386,"ready-madesidedishes"
"1682","C1991",0,0,0.13,0,0.3,0,0,0,0.57,0,0,0.27,15750,3,0,1,0,1,0,0,0,0,0,0,3,2.0356515439448,2,7875,0.554012551101079,"cookingoil"
"1683","C1992",0,0,0,1,0,0,0,0,0,0,0,0.09,17800,1,0,1,0,0,1,0,0,0,0,0,1,3.3166247903554,1,17800,0,"banana/importedfruits"
"1684","C1993",0.16,0,0.18,0.49,0,0,0,0,0,0.18,0,0.36,16220,5,0,0.82,0.18,0,0.72,0.28,0,0,0,0,5,1.68611121572394,4,4055,1.07667126230969,"banana/importedfruits"
"1685","C1994",0,0,1,0,0,0,0,0,0,0,0,0.09,5150,1,0,1,0,0,0,0,0,0,0,1,1,3.3166247903554,1,5150,0,"ramen"
"1686","C1996",0.47,0.23,0,0,0,0,0,0.3,0,0,0,0.27,13960,4,0,0.66,0.34,0,0,0.66,0.34,0,0,0,4,1.81740286610435,2,6980,0.447766758287183,"artificialpowders"
"1687","C1997",0,0,0,0,1,0,0,0,0,0,0,0.09,3580,1,0,0,1,0,1,0,0,0,0,0,1,3.3166247903554,1,3580,0,"chilledagriculturalproducts"
"1688","C1998",0,0,0,0,0,0,0,0,0,0,1,0.09,990,1,0,0,1,0,0,0,0,1,0,0,1,3.3166247903554,1,990,0,"eidbleherbs"
"1689","C1999",0.12,0,0.19,0,0,0,0.45,0,0.21,0.03,0,0.45,33250,6,0,0.1,0.9,0,0.13,0.42,0,0.45,0,0,5,1.58698133388029,5,6650,0.73489923386759,"ramen"
"1690","C2000",0,0,0,1,0,0,0,0,0,0,0,0.09,6990,1,1,0,0,0,0,0,0,0,0,1,1,3.3166247903554,1,6990,0,"banana/importedfruits"
"1691","C2001",0,0,0,0,0.16,0,0.14,0.14,0.56,0,0,0.36,72000,5,0,0.65,0.35,0.19,0.16,0.14,0,0,0,0.51,5,1.86810883856269,4,18000,0.687348935891212,"hairproducts"
"1692","C2002",0,0,0,1,0,0,0,0,0,0,0,0.09,8900,1,1,0,0,0,0,0,0,0,0,1,1,3.3166247903554,1,8900,0,"apple/sweetmelon"
"1693","C2005",0,0,0,0,0,0,0,0,0,1,0,0.09,18980,4,0,1,0,0,0,0,1,0,0,0,2,3.3166247903554,1,18980,0,"cooky/cakes"
"1694","C2007",0.06,0.1,0.02,0.33,0.07,0,0.05,0,0.18,0.05,0.14,0.82,320387,70,0.62,0.28,0.11,0.01,0.12,0.26,0.36,0.15,0.04,0.06,27,1.07158192789054,41,7814.31707317073,1.26413261408451,"fruitvegetables"
"1695","C2008",0,0,0.45,0.55,0,0,0,0,0,0,0,0.18,12690,2,1,0,0,0,1,0,0,0,0,0,2,2.23886554578214,1,12690,0,"apple/sweetmelon"
"1696","C2010",0.27,0.03,0,0,0.26,0,0,0,0,0.44,0,0.36,45830,7,0,0.19,0.81,0,0,0,0.55,0.26,0.19,0,6,1.71003039197263,3,15276.6666666667,0.574503902640766,"milk"
"1697","C2011",0.34,0,0.59,0,0,0,0,0,0.07,0,0,0.27,16030,4,0,1,0,0,0,0,0,1,0,0,4,2.1392123996874,1,16030,0,"bottledfoods"
"1698","C2012",0,0,1,0,0,0,0,0,0,0,0,0.09,990,1,0,1,0,0,0,1,0,0,0,0,1,3.3166247903554,1,990,0,"pre-processedmeals"
"1699","C2013",0.04,0.14,0.25,0.01,0.05,0,0.14,0.05,0.01,0.03,0.27,0.91,143810,36,0.34,0.66,0,0.05,0.19,0.23,0.1,0.1,0.04,0.29,20,1.07218149037226,26,5531.15384615385,0.650160799058584,"beans"
"1700","C2014",0.06,0,0.16,0.44,0.17,0,0,0,0.09,0,0.09,0.55,22906,6,0.23,0.33,0.44,0,0.09,0.3,0.44,0.17,0,0,6,1.44820840110672,5,4581.2,0.756109540785289,"fermentedmilk"
"1701","C2016",0,1,0,0,0,0,0,0,0,0,0,0.09,5000,1,0,0,1,0,0,1,0,0,0,0,1,3.3166247903554,1,5000,0,"harddrinks"
"1702","C2017",0,0,0,1,0,0,0,0,0,0,0,0.09,21970,3,0.36,0.64,0,0.36,0,0,0,0,0.64,0,2,3.3166247903554,2,10985,0.385577571170452,"tomato/plum/melon"
"1703","C2018",0,0,0.59,0,0,0,0,0.41,0,0,0,0.18,16920,4,0,1,0,0,0,0,0,0.59,0,0.41,4,2.26946537595955,2,8460,0.257433674474535,"artificialpowders"
"1704","C2019",0.07,0,0.06,0.32,0.16,0,0,0.05,0,0.1,0.25,0.64,72270,21,0,0.87,0.13,0.16,0.08,0.1,0.41,0,0.11,0.14,16,1.19532045296152,15,4818,0.653307753264257,"lattuce"
"1705","C2020",0.1,0,0.04,0.14,0.21,0,0.17,0.05,0.08,0.16,0.05,0.82,155564,25,0.05,0.84,0.11,0,0.51,0.02,0.18,0.14,0,0.15,21,0.78293640688384,13,11966.4615384615,0.781361833857414,"cookingoil"
"1706","C2021",0,0,0,0,0,0,0,0,1,0,0,0.09,13960,1,0,1,0,0,0,0,0,1,0,0,1,3.3166247903554,1,13960,0,"processedlivefish"
"1707","C2023",0.05,0.02,0.11,0.2,0.09,0.03,0.09,0.02,0.15,0.14,0.11,1,568934,101,0.01,0.28,0.71,0.27,0.17,0.17,0.16,0.11,0.01,0.11,45,0.649486645736529,63,9030.69841269841,1.13392807757384,"eidbleherbs"
"1708","C2024",0,0.36,0,0,0.32,0,0,0,0,0.32,0,0.27,31250,3,1,0,0,0,0,0,0,0.36,0,0.64,3,1.71673864717959,2,15625,0.39326450742471,"kitchen/housedetergents"
"1709","C2025",0,0,0.59,0,0,0,0,0,0,0.41,0,0.18,16900,2,0,0,1,0,0,0,0,1,0,0,2,2.27014670266237,1,16900,0,"otherreadymadefoods"
"1710","C2026",0,0,0,0,0,0,1,0,0,0,0,0.09,4580,1,0,0,1,0,0,0,0,1,0,0,1,3.3166247903554,1,4580,0,"chilledlivestock"
"1711","C2027",0,0.1,0.39,0,0,0,0.2,0,0.07,0.24,0,0.45,41091,12,0.12,0.34,0.54,0.19,0.13,0.05,0,0,0.26,0.37,8,1.43714660093628,10,4109.1,0.781177600672286,"ramen"
"1712","C2029",0.18,0.18,0,0.42,0,0,0,0.12,0,0,0.11,0.45,24020,5,0,1,0,0.18,0,0.12,0,0,0,0.7,5,1.4438343258676,3,8006.66666666667,0.964698167112939,"artificialpowders"
"1713","C2030",0,0,0.92,0,0,0,0,0,0,0.08,0,0.18,12940,3,0,0.15,0.85,0.15,0,0,0,0,0,0.85,3,3.04538277739505,2,6470,0.979239066372715,"bottledfoods"
"1714","C2031",0,0,1,0,0,0,0,0,0,0,0,0.09,1380,1,0,0,1,0,0,0,0,1,0,0,1,3.3166247903554,1,1380,0,"ramen"
"1715","C2032",1,0,0,0,0,0,0,0,0,0,0,0.09,2300,1,0,1,0,0,1,0,0,0,0,0,1,3.3166247903554,1,2300,0,"fermentedmilk"
"1716","C2033",0,0,0,0,0,0,0,0,0,0,1,0.09,990,1,0,1,0,0,0,1,0,0,0,0,1,3.3166247903554,1,990,0,"lattuce"
"1717","C2035",0.06,0.24,0,0,0,0,0.7,0,0,0,0,0.36,45464,8,0.12,0.88,0,0.24,0.12,0,0.03,0,0,0.61,7,2.36869587753412,5,9092.8,1.05788132885207,"tea"
"1718","C2036",0,0.41,0.52,0.07,0,0,0,0,0,0,0,0.27,10400,4,0.52,0,0.48,0.31,0,0.41,0,0,0.28,0,3,2.06052666940407,4,2600,0.554922387380235,"ready-mademeals"
"1719","C2037",0.13,0.05,0.04,0.25,0.08,0,0.2,0.04,0.07,0,0.14,0.82,733466,106,0.29,0.65,0.05,0.23,0.12,0.13,0.24,0.13,0.06,0.09,35,0.894353189808166,23,31889.8260869565,0.707267155874325,"milk"
"1720","C2039",0.1,0.08,0.28,0.06,0.07,0,0.01,0.03,0.02,0.28,0.06,0.91,154587,50,0.07,0.49,0.44,0.2,0.08,0.36,0.02,0.06,0.19,0.08,20,1.09816679186543,33,4684.45454545455,0.742846162493643,"snacks"
"1721","C2040",0.14,0.04,0,0.06,0.13,0,0.32,0.11,0,0.01,0.17,0.73,123349,21,0.85,0.08,0.07,0,0.2,0,0.22,0,0.26,0.32,15,1.09246410861617,8,15418.625,0.671375796125235,"koreanpork"
"1722","C2041",0.51,0,0,0,0,0,0,0,0,0.49,0,0.18,9700,2,0,0,1,0,0,0,0,1,0,0,2,2.22500404525063,1,9700,0,"cooky/cakes"
"1723","C2042",0,0.03,0,0.97,0,0,0,0,0,0,0,0.18,3070,2,0,0.97,0.03,0,0,0.03,0,0,0.97,0,2,3.22270292969965,2,1535,1.34050862101163,"fruitvegetables"
"1724","C2043",0.44,0,0,0,0,0,0,0,0,0.56,0,0.18,21350,3,0,1,0,0,0.82,0,0.18,0,0,0,2,2.24269245410465,2,10675,0.904169326763126,"milk"
"1725","C2044",0.02,0.41,0.12,0.02,0,0.12,0.13,0.01,0,0.15,0,0.73,108341,16,0.03,0.91,0.06,0,0,0.34,0.14,0.49,0.03,0,11,1.3528392986745,11,9849.18181818182,0.792659748029587,"ramen"
"1726","C2046",0.59,0.09,0.07,0.14,0,0,0,0.02,0,0,0.09,0.55,102490,34,0.1,0.17,0.73,0.09,0.1,0.13,0.33,0.27,0.07,0,12,1.89520417308476,22,4658.63636363636,0.711372426747889,"fermentedmilk"
"1727","C2047",0,1,0,0,0,0,0,0,0,0,0,0.09,22900,1,0,1,0,0,0,1,0,0,0,0,1,3.3166247903554,1,22900,0,"coffee"
"1728","C2048",0,0.36,0.56,0,0,0,0,0,0,0.09,0,0.27,53860,19,0.38,0.39,0.24,0.04,0.11,0.17,0.27,0.02,0.35,0.03,6,2.07447697705216,15,3590.66666666667,0.751110928411604,"softdrinks"
"1729","C2050",0,0.27,0,0,0,0,0,0,0,0.73,0,0.18,9400,2,0,0,1,0,0,0.73,0,0.27,0,0,2,2.50511021399185,2,4700,0.661972305791662,"harddrinks"
"1730","C2051",0.08,0,0,0.04,0.39,0,0.39,0.05,0,0.06,0,0.55,36000,6,0,0.43,0.57,0,0,0.52,0,0,0,0.48,6,1.64170373148608,3,12000,0.733647186626136,"bakery"
"1731","C2052",0,0.01,0.1,0,0,0,0,0,0,0.9,0,0.27,12160,4,0.66,0,0.34,0.1,0,0.66,0.25,0,0,0,4,2.95312087784965,3,4053.33333333333,0.867847307853727,"cooky/cakes"
"1732","C2053",0.33,0.01,0,0.13,0,0,0,0,0,0.46,0.06,0.45,38940,12,0.18,0.32,0.5,0,0.06,0.06,0.28,0.17,0.17,0.26,8,1.74825439721749,10,3894,0.573043919458717,"cooky/cakes"
"1733","C2055",0.06,0.11,0.02,0.29,0.1,0.15,0.06,0.01,0.01,0.15,0.04,1,467368,69,0.06,0.87,0.08,0.09,0.08,0.25,0.19,0.05,0.13,0.19,28,0.930766706480696,42,11127.8095238095,1.17497879087623,"milk"
"1734","C2056",0.29,0.01,0.36,0,0,0,0,0.01,0,0.33,0,0.45,71210,36,0.23,0.52,0.25,0.32,0.22,0.2,0.26,0,0,0,15,1.66923749210965,23,3096.08695652174,0.71237170281065,"fermentedmilk"
"1735","C2057",0,0.44,0.18,0,0.19,0,0,0,0,0.19,0,0.36,65590,8,0,0.35,0.65,0.05,0.23,0.23,0,0,0.3,0.19,6,1.57895565278882,8,8198.75,0.808014385735025,"coffee"
"1736","C2060",0,0.27,0.4,0,0,0,0,0,0,0.34,0,0.27,23580,8,0,1,0,0,0.74,0.15,0,0,0,0.1,6,1.74258624862563,4,5895,0.770746147545309,"harddrinks"
"1737","C2061",0.67,0.05,0.18,0,0,0,0,0,0,0.1,0,0.36,20150,9,0.2,0.65,0.15,0,0,0.15,0,0.33,0.2,0.33,8,2.21107152609312,7,2878.57142857143,0.74865317905337,"milk"
"1738","C2064",0,0.02,0,0.09,0,0,0.81,0,0.07,0,0,0.36,33250,4,0.02,0.98,0,0.81,0,0.16,0,0,0.02,0,4,2.64994219625773,3,11083.3333333333,1.25748101362706,"banana/importedfruits"
"1739","C2065",0,0.03,0.24,0.02,0.19,0,0.11,0,0.25,0,0.15,0.64,53630,14,0,0.94,0.06,0,0.16,0.49,0.15,0,0,0.2,11,1.1224232947633,8,6703.75,0.51688168694426,"bottledfoods"
"1740","C2066",0.05,0.23,0.07,0.22,0.21,0.02,0,0.05,0,0.03,0.12,0.82,168070,31,0.63,0.2,0.16,0.02,0.1,0,0,0.2,0.67,0,22,0.983505190736643,14,12005,0.852212911808007,"harddrinks"
"1741","C2067",0,0.87,0.13,0,0,0,0,0,0,0,0,0.18,34900,4,0.37,0.63,0,1,0,0,0,0,0,0,3,2.8724882378544,2,17450,0.360644719344428,"coffee"
"1742","C2068",0,0,0,0,0,0,0,0,0,0,1,0.09,3660,2,0,0,1,0,0,1,0,0,0,0,2,3.3166247903554,1,3660,0,"beans"
